,Login,Namespace,Pontuação
1722,eduprof.anelda.barbosa,raimundoalves,4.0005
1723,eduprof.angela.araujo,josepinheiro,3.5052
1724,eduprof.anna.karina,engenhomoscou,1.5001
1725,eduprof.antonia.albertina.js,joaosampaio,2.0080999999999998
1726,eduprof.antonia.albertina.vc,valdemiracoelho,2.0046
1727,eduprof.antonia.alixandrina.pc,pedrocamelo,2.0003
1728,eduprof.antonia.de.lg,luizgonzaga,1.0002
1729,eduprof.antonia.eliziane.mr,murilorocha,3.5109
1730,eduprof.antonia.erlanda,hamiltondarocha,5.5009999999999994
1731,eduprof.antonia.evany.am,abiliomartins,3.0016
1732,eduprof.antonia.fernandes.nsf,nsfatima,1.0016
1733,eduprof.antonia.gessygleide.mf,monsenhorfrancisco,5.5008
1734,eduprof.antonia.geysi.ir,iracemarufino,1.006
1735,eduprof.antonia.gomes.me,mariaeunice,2.5007
1736,eduprof.antonia.gomes.mg,monsenhorgoncalo,2.5007
1737,eduprof.antonia.ildete.ir,iracemarufino,1.0023
1738,eduprof.antonia.israele.al,antoniolima,1.5014
1739,eduprof.antonia.jordanna,hamiltondarocha,2.5077
1740,eduprof.antonia.marta.ms,marialaura,1.0001
1741,eduprof.antonia.samara.mr,murilorocha,3.5049
1742,eduprof.antonia.sheila.nsf,nsfatima,3.005
1743,eduprof.antonia.suelany.mt,moaciralves,3.5059
1744,eduprof.antonia.suelany.sb,senhorbonfim,3.5053
1745,eduprof.antonia.verciangleisa.mr,murilorocha,2.5015
1746,eduprof.antonio.adenes.mr,murilorocha,3.5123999999999995
1747,eduprof.antonio.aragao.mr,murilorocha,2.0027999999999997
1748,eduprof.antonio.ferreira,franciscopinto,1.5007
1749,eduprof.bruna.sonaly,domhelder,1.5001
1750,eduprof.carlos.andre.sb,senhorbonfim,3.0197999999999996
1751,eduprof.carlos.henrique.mr,murilorocha,2.0039
1752,eduprof.cheila.rejane.ms,marialaura,2.0059
1753,eduprof.cintia.maria.ir,iracemarufino,2.5087
1754,eduprof.claudiana.de.js,joaosampaio,1.0026
1755,eduprof.claudiana.lira.gs,goncalomartins,1.0002
1756,eduprof.clodoaldo.rodrigues,josepinheiro,3.0044
1757,eduprof.creuza.nunes.sb,senhorbonfim,1.0001
1758,eduprof.cristiane.feitosa,josepinheiro,4.002
1759,eduprof.cristiane.oliveira.ao,antoniomelo,2.0019
1760,eduprof.dalma.regia,josepinheiro,3.0031
1761,eduprof.diana.do.mt,moaciralves,2.5075000000000003
1762,eduprof.durvalina.nobre.mt,moaciralves,1.0125
1763,eduprof.edilson.alexandre.jr,joaorosa,2.5058
1764,eduprof.edilson.alexandre.lg,luizgonzaga,2.5056000000000003
1765,eduprof.edinardo.dos,hamiltondarocha,2.5092999999999996
1766,eduprof.ediney.peres.mr,murilorocha,2.5037000000000003
1767,eduprof.ediney.peres.vc,valdemiracoelho,1.5002
1768,eduprof.eliane.ferreira.ep,eldapereira,3.5024999999999995
1769,eduprof.eliane.ferreira.vc,valdemiracoelho,3.5029999999999997
1770,eduprof.eliane.maria,pedromurilo,1.0001
1771,eduprof.eliara.quixada.mo,mariaolinda,2.5105
1772,eduprof.eliete.lima.ms,marialaura,1.0002
1773,eduprof.elineia.sampaio,hamiltondarocha,2.5139
1774,eduprof.elisangela.maria,albertocabral,2.5002
1775,eduprof.elizangela.damasceno.ao,antoniomelo,1.0008
1776,eduprof.elizangela.damasceno.mg,monsenhorgoncalo,2.5012
1777,eduprof.ellen.zeziana.am,abiliomartins,4.0005
1778,eduprof.elza.maria.gf,guilhermefilho,3.5067000000000004
1779,eduprof.erika.patricia.mo,mariaolinda,1.0005
1780,eduprof.erineuda.furtado,zacariasliberato,2.5027
1781,eduprof.evandro.paiva.ao,antoniomelo,1.0002
1782,eduprof.evania.sousa.ao,antoniomelo,1.0006
1783,eduprof.evania.sousa.vc,valdemiracoelho,1.0004
1784,eduprof.evanilda.rodrigues.nsf,nsfatima,1.0009
1785,eduprof.evelma.ferreira,josepinheiro,3.5008999999999997
1786,eduprof.fabio.martins.mr,murilorocha,6.0057
1787,eduprof.fabio.martins.mt,moaciralves,6.0079
1788,eduprof.fabio.sales,hamiltondarocha,3.519
1789,eduprof.fatima.maria.mg,monsenhorgoncalo,5.500799999999999
1790,eduprof.fernanda.maria.me,mariaeunice,1.5003
1791,eduprof.floriza.de,josepinheiro,2.5043
1792,eduprof.francineide.nobre.mt,moaciralves,2.0076
1793,eduprof.francisc.a.ep,eldapereira,2.5239000000000003
1794,eduprof.francisca.alessandra.ms,marialaura,1.002
1795,eduprof.francisca.aparecida.al,antoniolima,2.5214
1796,eduprof.francisca.auricelia.js,joaosampaio,2.0016999999999996
1797,eduprof.francisca.auricelia.mg,monsenhorgoncalo,3.5048
1798,eduprof.francisca.auricelia.mo,mariaolinda,3.5064
1799,eduprof.francisca.auridelia.mg,monsenhorgoncalo,2.0198
1800,eduprof.francisca.barbosa.mo,mariaolinda,2.501
1801,eduprof.francisca.da,josepinheiro,3.5016
1802,eduprof.francisca.doriane.js,joaosampaio,2.5006
1803,eduprof.francisca.eliane.mg,monsenhorgoncalo,2.5216000000000003
1804,eduprof.francisca.esmenia,franciscopinto,1.5017
1805,eduprof.francisca.evanir.gf,guilhermefilho,1.0001
1806,eduprof.francisca.juraci.mr,murilorocha,3.5087
1807,eduprof.francisca.lindevania.ir,iracemarufino,1.0001
1808,eduprof.francisca.neires.ai,antoniairene,2.0121
1809,eduprof.francisca.regina.me,mariaeunice,2.0079000000000002
1810,eduprof.francisca.rosiane,hamiltondarocha,6.0009
1811,eduprof.francisca.tarcisia.mg,monsenhorgoncalo,1.5001
1812,eduprof.francisca.vanusia.js,joaosampaio,1.0001
1813,eduprof.francisca.vilani.gf,guilhermefilho,1.0004
1814,eduprof.francisco.aurelio.mt,moaciralves,1.0118
1815,eduprof.francisco.carlos,hamiltondarocha,2.5159000000000002
1816,eduprof.francisco.celio.mr,murilorocha,2.0084
1817,eduprof.francisco.celio.sb,senhorbonfim,2.0045
1818,eduprof.francisco.das.ao,antoniomelo,1.0008
1819,eduprof.francisco.das.mr,murilorocha,2.0036
1820,eduprof.francisco.de,josepinheiro,2.5031999999999996
1821,eduprof.francisco.eduardo.mr,murilorocha,2.0050999999999997
1822,eduprof.francisco.elton.js,joaosampaio,1.5001
1823,eduprof.francisco.ernane.am,abdiasmartins,1.0001
1824,eduprof.francisco.junior,hamiltondarocha,5.0097000000000005
1825,eduprof.francisco.kleiton.al,antoniolima,2.5003
1826,eduprof.francisco.marcio,raimundoalves,1.0001
1827,eduprof.gabriela.maria,josepinheiro,2.5012999999999996
1828,eduprof.geane.vieira.gf,guilhermefilho,1.0005
1829,eduprof.geane.vieira.jr,joaorosa,2.001
1830,eduprof.gerlandia.de.am,abiliomartins,2.5008
1831,eduprof.gerlandia.de.jr,joaorosa,2.5014
1832,eduprof.gislene.farias.js,joaosampaio,2.0006
1833,eduprof.gizelly.farias.js,joaosampaio,2.0004999999999997
1834,eduprof.glaucineide.araujo.ce,criancaesperanca,1.0006
1835,eduprof.glaucineide.araujo.mg,monsenhorgoncalo,1.0004
1836,eduprof.gorette.paiva.am,abdiasmartins,2.0021
1837,eduprof.gustavo.clementino,bernardosayao,2.5002
1838,eduprof.heloneida.ires.ir,iracemarufino,1.0003
1839,eduprof.iala.roberta.mt,moaciralves,2.5126999999999997
1840,eduprof.iala.roberta.vc,valdemiracoelho,2.5138
1841,eduprof.ildenilda.sousa.am,abdiasmartins,4.5026
1842,eduprof.ildenilda.sousa.me,mariaeunice,2.5006
1843,eduprof.isabele.maria,joaoxxiii,1.5002
1844,eduprof.ivan.silva,mocinhagomes,0.0
1845,eduprof.ivaneide.fernandes.me,mariaeunice,1.502
1846,eduprof.ivone.alves.mr,murilorocha,3.5092
1847,eduprof.jacira.moreira.mg,monsenhorgoncalo,2.0004
1848,eduprof.jacqueline.rodrigues.al,antoniolima,2.5187999999999997
1849,eduprof.jacqueline.rodrigues.js,joaosampaio,2.5076
1850,eduprof.jainara.santos,hamiltondarocha,4.0092
1851,eduprof.jandy.camargo.mr,murilorocha,1.0047
1852,eduprof.jean.rodrigues.jr,joaorosa,5.0047999999999995
1853,eduprof.jeane.silva,mocinhagomes,2.5039
1854,eduprof.jessica.da,joaoxxiii,2.0004999999999997
1855,eduprof.jhean.rodrigues.am,abiliomartins,2.5029000000000003
1856,eduprof.joana.darc.al,antoniolima,2.5625999999999998
1857,eduprof.joao.alexandre,josepinheiro,3.0004999999999997
1858,eduprof.joao.lucas,josepinheiro,5.0041
1859,eduprof.joice.carneiro.js,joaosampaio,3.5016
1860,eduprof.jordana.araujo.ms,marialaura,2.5132000000000003
1861,eduprof.jordania.maria.mr,murilorocha,3.5053
1862,eduprof.jose.ari,hamiltondarocha,1.504
1863,eduprof.jose.bastos.js,joaosampaio,2.0003
1864,eduprof.jose.claudio,manoelbatista,5.0006
1865,eduprof.jose.edinilson,zecarioca,3.5004999999999997
1866,eduprof.jose.edison,raimundoalves,3.5008
1867,eduprof.jose.maria,zacariasliberato,1.0011
1868,eduprof.joseane.juvenal,marialeao,1.0002
1869,eduprof.katia.daniela,hamiltondarocha,3.5088
1870,eduprof.kiliane.dos,benjamitacardona,1.0001
1871,eduprof.klaice.mesquita.jr,joaorosa,3.0022
1872,eduprof.laudenice.avelina,bernardosayao,2.5003
1873,eduprof.lauro.ramos.mg,monsenhorgoncalo,2.0003
1874,eduprof.leda.farias.vc,valdemiracoelho,5.0043
1875,eduprof.leda.maria.mr,murilorocha,3.5073
1876,eduprof.leidinha.rodrigues,raimundoalves,2.5004
1877,eduprof.lerivania.maria,josesoares,2.5004
1878,eduprof.ligia.da,franciscopinto,1.5006
1879,eduprof.luana.rodrigues.pc,pedrocamelo,3.5020999999999995
1880,eduprof.lucia.gomes.vc,valdemiracoelho,3.5115999999999996
1881,eduprof.luciana.de.mg,monsenhorgoncalo,1.0003
1882,eduprof.luciana.lima,zecarioca,1.5001
1883,eduprof.lucivania.ximenes.ms,marialaura,1.5126
1884,eduprof.luis.antonio,hamiltondarocha,4.016299999999999
1885,eduprof.luisa.cristina.sb,senhorbonfim,3.0021999999999993
1886,eduprof.luiza.cristina.vc,valdemiracoelho,3.0049
1887,eduprof.luiza.eunice.ms,marialaura,2.0004
1888,eduprof.luiza.maria.nsf,nsfatima,2.5021
1889,eduprof.mara.roberta.mf,monsenhorfrancisco,3.5008999999999997
1890,eduprof.marcelo.ferreira,manoelfrancisco,1.0001
1891,eduprof.marcia.cristina.ir,iracemarufino,1.0004
1892,eduprof.marcia.cristina.js,joaosampaio,1.5001
1893,eduprof.marcia.maria.mr,murilorocha,2.0021
1894,eduprof.marcilia.COSTA.am,abdiasmartins,2.0034
1895,eduprof.marcilia.felipe.am,abiliomartins,2.0008999999999997
1896,eduprof.mardonio.de,hamiltondarocha,2.5063
1897,eduprof.maria.aline.al,antoniolima,2.5011
1898,eduprof.maria.alves.nsf,nsfatima,1.0014
1899,eduprof.maria.aparecida,herciliovilanova,1.0002
1900,eduprof.maria.aparecida.mt,moaciralves,2.0023
1901,eduprof.maria.aurilene.js,joaosampaio,1.0002
1902,eduprof.maria.aurilete.nsf,nsfatima,2.5133
1903,eduprof.maria.cleia.mg,monsenhorgoncalo,1.5002
1904,eduprof.maria.clemi.sb,senhorbonfim,2.5054
1905,eduprof.maria.cristiane.ai,antoniairene,4.0007
1906,eduprof.maria.da.am,abiliomartins,2.0023999999999997
1907,eduprof.maria.da.mg,monsenhorgoncalo,1.0005
1908,eduprof.maria.das,hamiltondarocha,4.013
1909,eduprof.maria.de.sb,senhorbonfim,1.0108
1910,eduprof.maria.de.vc,valdemiracoelho,2.001
1911,eduprof.maria.diana.mo,mariaolinda,2.0045
1912,eduprof.maria.do.ms,marialaura,2.503
1913,eduprof.maria.edina.jr,joaorosa,2.0017
1914,eduprof.maria.eleni,hamiltondarocha,3.5122999999999998
1915,eduprof.maria.elieusa.am,abdiasmartins,6.0071
1916,eduprof.maria.eline.ce,criancaesperanca,1.0016
1917,eduprof.maria.eliueza.ao,antoniomelo,6.0074000000000005
1918,eduprof.maria.eronilce.lg,luizgonzaga,1.0005
1919,eduprof.maria.eudalia.ep,eldapereira,2.511
1920,eduprof.maria.eudalia.sb,senhorbonfim,1.0002
1921,eduprof.maria.francisca.mg,monsenhorgoncalo,3.5005999999999995
1922,eduprof.maria.frota,josepinheiro,2.5006
1923,eduprof.maria.geisa.am,abdiasmartins,1.5001
1924,eduprof.maria.geisa.vc,valdemiracoelho,1.5001
1925,eduprof.maria.gorete.am,abdiasmartins,2.5027
1926,eduprof.maria.iranedes.gf,guilhermefilho,1.002
1927,eduprof.maria.ivanicia.ce,criancaesperanca,1.0001
1928,eduprof.maria.ivanilde.gf,guilhermefilho,1.0003
1929,eduprof.maria.janalia,josepinheiro,4.0016
1930,eduprof.maria.josilene,josesoares,2.5004999999999997
1931,eduprof.maria.leidiane.mr,murilorocha,2.0012999999999996
1932,eduprof.maria.leidiane.ms,marialaura,1.0006
1933,eduprof.maria.leni.al,antoniolima,3.5020999999999995
1934,eduprof.maria.lucia.mt,moaciralves,2.501
1935,eduprof.maria.luciana,zecarioca,1.5001
1936,eduprof.maria.lucimar.vc,valdemiracoelho,1.0001
1937,eduprof.maria.lucineide.mo,mariaolinda,1.0006
1938,eduprof.maria.luzia.vc,valdemiracoelho,2.0002
1939,eduprof.maria.marliete.vc,valdemiracoelho,1.0015
1940,eduprof.maria.monica.am,abiliomartins,1.0001
1941,eduprof.maria.neila.mf,monsenhorfrancisco,2.0083
1942,eduprof.maria.neiva.mc,melquiadescamelo,4.0004
1943,eduprof.maria.neivania.mc,melquiadescamelo,2.001
1944,eduprof.maria.pereira.lg,luizgonzaga,1.0058
1945,eduprof.maria.pinto,zacariasliberato,3.5027
1946,eduprof.maria.pinto.ep,eldapereira,2.0008
1947,eduprof.maria.pinto.nsf,nsfatima,1.0002
1948,eduprof.maria.risomar,hamiltondarocha,2.5145999999999997
1949,eduprof.maria.risoneide,vicentecravo,2.5003
1950,eduprof.maria.rodrigues.me,mariaeunice,1.0002
1951,eduprof.maria.roseana,manoelmarcelino,1.0001
1952,eduprof.maria.salete.am,abdiasmartins,2.5031999999999996
1953,eduprof.maria.sandra.nsf,nsfatima,2.5111
1954,eduprof.maria.siloneida.mr,murilorocha,4.5097
1955,eduprof.maria.sueli.am,abdiasmartins,3.5004
1956,eduprof.maria.uchoa,hamiltondarocha,1.0001
1957,eduprof.maria.valnei.mr,murilorocha,3.5058
1958,eduprof.maria.veraneide,mocinhagomes,2.5037000000000003
1959,eduprof.maria.veronica,josesoares,2.5002
1960,eduprof.maria.veronice,bernardosayao,2.5003
1961,eduprof.maria.zeneide.lg,luizgonzaga,2.0011
1962,eduprof.mariana.aparecida,albertocabral,2.5002
1963,eduprof.marizete.gomes.mg,monsenhorgoncalo,2.0007
1964,eduprof.marizete.gomes.vc,valdemiracoelho,2.001
1965,eduprof.marlene.silva.ir,iracemarufino,1.003
1966,eduprof.marlene.vieira.ir,iracemarufino,1.0078
1967,eduprof.mavisuziane.silva,domhelder,1.5002
1968,eduprof.mayrilenne.rodrigues.vc,valdemiracoelho,2.0054
1969,eduprof.narciso.da.js,joaosampaio,2.002
1970,eduprof.neiliane.maria.mr,murilorocha,2.0071
1971,eduprof.ozana.alves.am,abiliomartins,1.0001
1972,eduprof.ozidele.maria,bernardosayao,1.0001
1973,eduprof.patricia.oliveira.jr,joaorosa,3.5037999999999996
1974,eduprof.patricia.oliveira.mt,moaciralves,3.5039
1975,eduprof.patricia.pereira,benjamitacardona,1.0002
1976,eduprof.polyana.magdalla,tialo,1.5001
1977,eduprof.raimunda.farias.me,mariaeunice,2.001
1978,eduprof.raimunda.farias.sb,senhorbonfim,3.0008999999999997
1979,eduprof.raimundo.anastacio.vc,valdemiracoelho,3.5059
1980,eduprof.raimundo.pinto,vicentecravo,2.5033
1981,eduprof.ramiro.monteiro.mt,moaciralves,4.5084
1982,eduprof.ramiro.monteiro.vc,valdemiracoelho,4.5044
1983,eduprof.regina.nadia,josepinheiro,4.502
1984,eduprof.regina.silvia.me,mariaeunice,1.0013
1985,eduprof.rejane.sousa.nsf,nsfatima,3.5034
1986,eduprof.rita.angelo.am,abiliomartins,2.0004999999999997
1987,eduprof.rita.de.js,joaosampaio,2.5003
1988,eduprof.roberto.cesar.am,abiliomartins,1.0001
1989,eduprof.rodolfo.soares.am,abiliomartins,1.0001
1990,eduprof.rosa.lucia.ep,eldapereira,2.5012
1991,eduprof.rosa.maria.mg,monsenhorgoncalo,1.003
1992,eduprof.roselany.rodrigues.mr,murilorocha,2.0034
1993,eduprof.rosinaldo.jose,bernardosayao,1.0001
1994,eduprof.salumaria.domingos,josepinheiro,1.501
1995,eduprof.samuel.martins.am,abdiasmartins,3.5046
1996,eduprof.samuel.martins.vc,valdemiracoelho,3.5073000000000003
1997,eduprof.samuel.martinsde.mr,murilorocha,5.0055000000000005
1998,eduprof.sebastiao.martins.gf,guilhermefilho,3.0004
1999,eduprof.silvania.maria.mt,moaciralves,2.5088
2000,eduprof.silvia.helena.mg,monsenhorgoncalo,2.5017
2001,eduprof.simara.costa,josepinheiro,1.0001
2002,eduprof.sonia.maria.al,antoniolima,1.0001
2003,eduprof.sonia.maria.vc,valdemiracoelho,2.0002
2004,eduprof.sufia.aquino.mg,monsenhorgoncalo,1.0007
2005,eduprof.tamires,tialo,1.0001
2006,eduprof.tania.maria.ai,antoniairene,2.5097
2007,eduprof.tania.maria.mg,monsenhorgoncalo,2.5065
2008,eduprof.tatiany.de.ce,criancaesperanca,1.0001
2009,eduprof.teresinha.de.js,joaosampaio,1.0002
2010,eduprof.tereza.martins.mr,murilorocha,3.5057
2011,eduprof.terezinha.pinto.mt,moaciralves,3.0071
2012,eduprof.valnice.lopes,bernardosayao,4.0006
2013,eduprof.vanessa.araujo.al,antoniolima,2.5296000000000003
2014,eduprof.veridiana.pontes.al,antoniolima,2.5327
2015,eduprof.vilamar.araujo.am,abdiasmartins,2.0012
2016,eduprof.vilamar.araujo.ce,criancaesperanca,4.0007
2017,eduprof.zaira.maria.mr,murilorocha,3.0057
2018,eduprofvc.ana.cristina,venceslauchaves,1.0001
2019,eduprofvc.claudiana.de,venceslauchaves,1.0016
2020,eduprofvc.maria.cleide,venceslauchaves,1.0001
2021,eduprofvc.maria.rodrigues,venceslauchaves,3.0008999999999997
2022,eduprofvc.maria.zeneide,venceslauchaves,1.0005
2023,eduprofvc.roberto.cesar,venceslauchaves,1.0001
2024,edvan.alves,elitecuritiba,2.0892999999999997
2025,edvan.cavalcante,elitecuritibaemilianoperneta,2.0024
2026,edvan.cleder,stellamarisjuveve,2.5107
2027,edvan.ribeiro,colegioeducallis,1.5062
2028,ef.anaclara,brasilcursinhos,2.5022
2029,ef.anajulia,brasilcursinhos,2.5059
2030,ef.andre,brasilcursinhos,2.5035999999999996
2031,ef.angelise,brasilcursinhos,2.5069999999999997
2032,ef.bruno,brasilcursinhos,3.5097
2033,ef.carine,brasilcursinhos,3.5072
2034,ef.cassio,brasilcursinhos,2.5093
2035,ef.fabiane,brasilcursinhos,2.5075000000000003
2036,ef.fernando,brasilcursinhos,1.0103
2037,ef.helena,brasilcursinhos,3.5008
2038,ef.iago,brasilcursinhos,2.5041
2039,ef.isabela,brasilcursinhos,1.0004
2040,ef.jeferson,brasilcursinhos,2.5023
2041,ef.jucemar,brasilcursinhos,2.5063
2042,ef.karinati,brasilcursinhos,5.009200000000001
2043,ef.luizc,brasilcursinhos,3.5089
2044,ef.marcelo,brasilcursinhos,3.514
2045,ef.marina,brasilcursinhos,2.5185000000000004
2046,ef.matheus,brasilcursinhos,5.0106
2047,ef.matheusb,brasilcursinhos,1.0098
2048,ef.pedrol,brasilcursinhos,2.5068
2049,ef.thais,brasilcursinhos,4.0117
2050,ef.vinicius,brasilcursinhos,1.0033
2051,einstein.carolinaespinoza,einsteinassis,2.504
2052,einstein.cibeleraio,einsteinassis,3.5073
2053,einstein.gabriel,einsteinassis,5.005
2054,einstein.henrique,einsteinassis,1.0252
2055,einstein.ivanalves,einsteinassis,1.1435
2056,einstein.jessicabrizzi,einsteinassis,5.0204
2057,einstein.juliohartmann,einsteinassis,4.5951
2058,einstein.kerliieger,einsteinassis,5.0495
2059,einstein.leticiagrejo,einsteinassis,3.5576000000000003
2060,einstein.marinafernandes,einsteinassis,3.5035
2061,einstein.matheusbertti,einsteinassis,1.1357
2062,einstein.matheusklipel,einsteinassis,2.5004
2063,einstein.nataliaparmegiani,einsteinassis,3.5092999999999996
2064,einstein.nataliaportugues,einsteinassis,3.5845999999999996
2065,einstein.nilsonmateus,einsteinassis,2.5188
2066,einstein.paulaverderesi,einsteinassis,3.0228
2067,einstein.profdebora,einsteinassis,1.5229
2068,einstein.renancilo,einsteinassis,2.5148
2069,einstein.rosangelainfantil,einsteinassis,2.5003
2070,einstein.sidneiaraujo,einsteinassis,3.5528
2071,einstein.stefanigarrido,einsteinassis,1.0001
2072,einstein.stephanieborges,einsteinassis,2.5147000000000004
2073,einstein.thaiscosta,einsteinassis,1.0013
2074,einstein.viniciusribeiro,einsteinassis,1.0577
2075,eladio.nascimento,physicsmacapa,2.5046
2076,elaine.aragao,amadeus,1.5474
2077,elaine.brito,acessosjpinhais,2.0166
2078,elaine.gomes,colegioglobal,2.5002
2079,elaine.ramos.universitario,universitariolondrina,1.025
2080,elaine.vaz,acessofazendariogrande,3.0260999999999996
2081,elainis5,psantagema,2.5535
2082,elayne.franca,amadeus,3.5277000000000003
2083,elder.levi,educarse,3.5011
2084,elder.raimundo,physicsalcindocacela,1.0007
2085,elen.desouza,itamarati,1.0366
2086,eleuzaoliveira10,faculdadeflamingo,4.5035
2087,eli.moro,physicsmacapa,1.5044
2088,eliana.bastos1,universobarcarena,2.0068
2089,eliana.machado,itamarati,2.5369
2090,eliane.cristina,physicsalmirantebarroso,2.5135
2091,eliane.mendes,novotempo,2.0003
2092,elianeavando,colegioguilhermedealmeida,1.5044
2093,eliaquim.silva,acessoboqueirao,0.0
2094,elias.oliveira,aescobjetivo,2.0118
2095,elidamacedo10,faculdadeflamingo,4.51
2096,elidia.santos,colegiosete,2.5034
2097,eliel.flavio,stellamarisjuveve,1.0005
2098,eliel.vialle,stellamarisjuveve,4.064
2099,elielson.martins,pauloviana,1.0001
2100,elieni.caputo,colegioflamingo,3.0108
2101,eliete.freitas,colegioeag,3.5744999999999996
2102,eliete.lucia,colegiojoaopaulo,4.5452
2103,elisa.castilho.universitario,universitariolondrina,2.0058
2104,elisa.elena,integra,2.6128
2105,elisa.marinsek,colegiojoaopaulo,3.056
2106,elisa.sizenandop,acessopinhais,4.5122
2107,elisabetethess,culturainglesa,1.5012
2108,elisangela.cipriani,stellamarisaguaverde,3.5412999999999997
2109,elisangela.marinhak,acessocampolargokids,3.5717
2110,elisangela.silva,colegioiguatemy,2.5002
2111,elisangela.vanice,acessoalmirantetamandare,2.5194
2112,elisasl57,isem,4.0013
2113,elisete.rezende,colegioeag,2.6127000000000002
2114,elizabete.fernandes,colegioeag,2.526
2115,elizabeth.ferreira1,universobarcarena,3.5124000000000004
2116,elizangela.faro,physicsaugustomontenegro,2.5109000000000004
2117,elma.abelha.universitario,universitariolondrina,2.5294999999999996
2118,elmer.dealmeida,physicscidadenova,3.0158
