,namespace,owner,"Média de conteúdos selecionados, curados ou criados por mês"
643,brasilcursinhos,angelo.lara,5.75
644,brasilcursinhos,aurorall32,5.67
645,brasilcursinhos,candice.maria,5.0
646,brasilcursinhos,each.isadora,1.0
647,brasilcursinhos,each.maringolocatia,1.0
648,brasilcursinhos,eduarda20,13.25
649,brasilcursinhos,eduardoc4,3.0
650,brasilcursinhos,eduardosn95,22.5
651,brasilcursinhos,ef.anaclara,5.33
652,brasilcursinhos,ef.anajulia,9.0
653,brasilcursinhos,ef.andre,9.25
654,brasilcursinhos,ef.angelise,10.75
655,brasilcursinhos,ef.bruno,12.5
656,brasilcursinhos,ef.carine,13.75
657,brasilcursinhos,ef.cassio,14.75
658,brasilcursinhos,ef.fabiane,14.25
659,brasilcursinhos,ef.fernando,21.0
660,brasilcursinhos,ef.helena,4.0
661,brasilcursinhos,ef.iago,10.75
662,brasilcursinhos,ef.isabela,4.0
663,brasilcursinhos,ef.jeferson,5.33
664,brasilcursinhos,ef.jucemar,16.0
665,brasilcursinhos,ef.karinati,48.0
666,brasilcursinhos,ef.luizc,11.5
667,brasilcursinhos,ef.marcelo,20.5
668,brasilcursinhos,ef.marina,48.25
669,brasilcursinhos,ef.matheus,25.0
670,brasilcursinhos,ef.matheusb,19.25
671,brasilcursinhos,ef.pedrol,19.0
672,brasilcursinhos,ef.thais,16.75
673,brasilcursinhos,ef.vinicius,9.33
674,brasilcursinhos,gabriel.orleans,3.5
675,brasilcursinhos,gabrielems,11.0
676,brasilcursinhos,garra.amanda.carvalho,2.0
677,brasilcursinhos,garra.ciro.peixoto,1.0
678,brasilcursinhos,garra.davi,2.0
679,brasilcursinhos,garra.ederson.barros,1.0
680,brasilcursinhos,garra.elenara.souza,1.0
681,brasilcursinhos,garra.grace,3.0
682,brasilcursinhos,garra.julia.couto,1.0
683,brasilcursinhos,garra.marinas,2.0
684,brasilcursinhos,garra.rafaela,2.0
685,brasilcursinhos,garra.taynara.schincariol,1.0
686,brasilcursinhos,gera.guilherme,2.4
687,brasilcursinhos,gera.pedrom,1.0
688,brasilcursinhos,guibeck2.0,13.67
689,brasilcursinhos,haniel,6.5
690,brasilcursinhos,isaura.ferrari,5.0
691,brasilcursinhos,joao.vsv,25.75
692,brasilcursinhos,jose.wendel,5.0
693,brasilcursinhos,lebat,7.0
694,brasilcursinhos,leticiasavaris,31.25
695,brasilcursinhos,liza.parente,15.0
696,brasilcursinhos,malupe,29.5
697,brasilcursinhos,mateuspm25,8.0
698,brasilcursinhos,pedro.figueiredo,2.33
699,brasilcursinhos,pedrolehn,8.5
700,brasilcursinhos,pedrolind27,30.5
701,brasilcursinhos,rafaelabodaneze,9.75
702,brasilcursinhos,sarabncz,14.0
703,brasilcursinhos,sophiasaturnino,3.0
704,brasilcursinhos,vitor.gagliardi,12.25
705,camerinocursos,danielcamerino,2.0
706,casdinhosjc,60786268336,1.0
707,casdinhosjc,AnaKarolineReis,9.33
708,casdinhosjc,Arroz,4.75
709,casdinhosjc,Bellarus,7.0
710,casdinhosjc,Beta,4.75
711,casdinhosjc,Borel,3.6
712,casdinhosjc,BrunadosSantos,3.0
713,casdinhosjc,Camelo,2.33
714,casdinhosjc,Farofa,6.75
715,casdinhosjc,Flexao,1.0
716,casdinhosjc,Fred,4.0
717,casdinhosjc,GabrielGarcia,5.67
718,casdinhosjc,Grillo,5.33
719,casdinhosjc,HelenaFonseca,5.8
720,casdinhosjc,Homer,52.8
721,casdinhosjc,IngridOliveira,2.6
722,casdinhosjc,IzabelleSelim,16.0
723,casdinhosjc,Jheny,7.0
724,casdinhosjc,JulianaMangussi,1.0
725,casdinhosjc,LarissaEduarda,2.25
726,casdinhosjc,Leviosa,5.33
727,casdinhosjc,LidianeFernanda,4.5
728,casdinhosjc,Linguini,3.0
729,casdinhosjc,Marea,5.67
730,casdinhosjc,Markov,2.0
731,casdinhosjc,MayconSiqueira,1.0
732,casdinhosjc,Morty,2.5
733,casdinhosjc,Narrador,2.5
734,casdinhosjc,Nema,5.67
735,casdinhosjc,Newtinho,2.33
736,casdinhosjc,PedroAlcino,8.4
737,casdinhosjc,Presunto,84.5
738,casdinhosjc,Telletubie,6.67
739,casdinhosjc,Tessari,1.0
740,casdinhosjc,caique.mattos,4.75
741,casdinhosjc,casdi155,9.0
742,casdinhosjc,casdi250,6.2
743,casdinhosjc,jeahthais,4.4
744,casdinhosjc,lara.maria,10.0
745,casdinhosjc,raquel.fanale,6.5
746,casdinhosjc,vanguarda,9.0
747,casdvest,almir.vieira,2.25
748,casdvest,ana.biscolla,9.0
749,casdvest,ana.fazolli,10.8
750,casdvest,arthur.vicente,5.25
751,casdvest,bruno.rodrigues,18.0
752,casdvest,caio.jansen,4.0
753,casdvest,danilo.candela,3.0
754,casdvest,diogo.longo,1.0
755,casdvest,edmar.ferreira,14.0
756,casdvest,eduardo.sociais,3.0
757,casdvest,gabriel.gobi,2.0
758,casdvest,gabriel.grillo,6.0
759,casdvest,gabriel.telles,13.33
760,casdvest,guilherme.arraes,25.6
761,casdvest,heitor.cameschi,13.0
762,casdvest,igor.jose,86.0
763,casdvest,iride.campagnoli,6.6
764,casdvest,jeah.thais,6.5
765,casdvest,joao.victor.dos.santos,9.67
766,casdvest,jose.goncalves,7.25
767,casdvest,jose.teixeira,15.0
768,casdvest,julio.cardoso,12.33
769,casdvest,lais.barbieri,5.5
770,casdvest,lara.maria,16.0
771,casdvest,leonardo.oliveira,16.0
772,casdvest,leticia.correa,15.0
773,casdvest,leticia.rodrigues,4.0
774,casdvest,lorena.passos,8.6
775,casdvest,lucas.lopes,11.0
776,casdvest,luis.gp,5.0
777,casdvest,luis.henrique,15.8
778,casdvest,luiz.guilherme.marcondes,5.5
779,casdvest,manoel.fernandes,16.0
780,casdvest,marcus.galdino,7.0
781,casdvest,maria.helena,1.0
782,casdvest,mariana.raquel,16.4
783,casdvest,marina.ferreira,11.0
784,casdvest,mateus.marra,4.5
785,casdvest,mateus.silva,28.6
786,casdvest,maxwel.paulino,2.5
787,casdvest,paola.sabrina,9.5
788,casdvest,pedro.henrique.sales,8.0
789,casdvest,pedro.kim,12.5
790,casdvest,rafael.bueno,21.0
791,casdvest,rafael.otero,6.0
792,casdvest,rodrigo.araujo,2.67
793,casdvest,samir.nunes.silva,15.0
794,casdvest,thyago.leal,17.75
795,casdvest,tiago.fontana,13.0
796,casdvest,tiago.hudler,6.0
797,casdvest,vanessa.pereira,6.0
798,casdvest,veronica.rodrighero,4.0
799,casdvest,victor.franca,1.0
800,casdvest,victor.hugooliv,5.5
801,casdvest,victor.silva.tona,15.6
802,casdvest,victoria.catarina,13.0
803,casdvest,vinicius.bonavides,10.0
804,casdvest,vitor.martins,6.0
805,casdvest,wiliam.oliveira,25.0
806,casdvest,yasmin.zanini,1.67
807,catarinense,adminsas,294.5
808,catarinense,sas.admin,2502.0
809,catarinense,sas.professor,2.0
810,caur,cursinho.caur,1.0
811,cbpdigital,bruna.silva,1.0
812,cbpdigital,inforpalmas,1.0
813,cbpdigital,professorteste.cbp,1.0
814,ceabb,aparecidapepi,27.0
815,ceabb,eufranio,58.4
816,ceabb,georgea,35.8
817,ceabb,luceliascoelho,65.2
818,ceabb,michelle.dario,5.0
819,ceabb,professora.caroline,60.8
820,ceabb,professora.nathalia,23.2
821,ceabb,profmarceli,19.8
822,ceabb,profrenansueth,70.2
823,ceabb,profvinicius,2.5
824,ceabb,rachelnunes,42.33
825,ceabb,sildetecorreia,129.4
826,ceabb,tatianepaschoa,23.8
827,ceabb,tininhaduarte,42.6
828,ceespacolivre,Prof.andressa,197.2
829,ceespacolivre,Prof.liliani,140.0
830,ceespacolivre,Prof.marcia,13.33
831,ceespacolivre,Prof.patricia,62.5
832,ceespacolivre,coord.daniel,45.8
833,ceespacolivre,coord.lorena,45.4
834,ceespacolivre,lorraine.espacolivre,16.0
835,ceespacolivre,prof.adriele,131.8
836,ceespacolivre,prof.alaine,135.0
837,ceespacolivre,prof.alessandro,72.0
838,ceespacolivre,prof.bruna,38.8
839,ceespacolivre,prof.carol,100.4
840,ceespacolivre,prof.chimene,78.8
841,ceespacolivre,prof.cida,88.8
842,ceespacolivre,prof.cristina,81.6
843,ceespacolivre,prof.daiany,22.4
844,ceespacolivre,prof.franciele,36.0
845,ceespacolivre,prof.kecia,106.4
846,ceespacolivre,prof.keila,96.6
847,ceespacolivre,prof.marlene,27.2
848,ceespacolivre,prof.olinda,71.8
849,ceespacolivre,prof.raiane,121.4
850,ceespacolivre,prof.ricardo,438.4
851,ceespacolivre,prof.roberta,169.8
852,ceespacolivre,prof.rosa,28.0
853,ceespacolivre,prof.rosiane,111.8
854,ceespacolivre,prof.rossoni,31.0
855,ceespacolivre,prof.sandra,57.6
856,ceespacolivre,prof.telma,53.8
857,ceespacolivre,prof.thyara,30.2
858,ceespacolivre,prof.tiago,117.8
859,ceespacolivre,prof.valber,27.8
860,ceespacolivre,prof.veronica,14.6
861,ceespacolivre,prof.wirla,13.5
862,cem,adriana.frateschi,134.0
863,cem,adriano.bezerra,85.75
864,cem,alax.batista,152.0
865,cem,alessandra.frateschi,124.25
866,cem,alexandre.halliday,77.8
867,cem,aline.ribeiro,21.75
868,cem,amanda.cardena,2.5
869,cem,antonio.filho,140.75
870,cem,cristiani.silva,5.5
871,cem,edson.silva,142.5
872,cem,erica.rocha,46.25
873,cem,fabiana.fernandes,29.0
874,cem,fatima.santos,133.0
875,cem,giovanni.pandori,47.0
876,cem,graca.silva,104.25
877,cem,javier.martinez,18.75
878,cem,karine.santos,142.8
879,cem,larissa.pereira,80.5
880,cem,leandro.oliveira,35.2
881,cem,lucas.limbert,49.67
882,cem,luiz.silva,2.25
883,cem,nair.luque,49.75
884,cem,pilar.frutoso,77.4
885,cem,raquel.junqueira,239.8
886,cem,rebecca.nova,70.0
887,cem,risolene.siqueira,188.75
888,cem,sonia.aguiar,66.0
889,cem,victor.haony,100.75
890,cem,viviane.rosa,137.0
891,ceprimeiromundo,MonitoriaPM,2.0
892,ceprimeiromundo,ariane.chagas,6.0
893,ceprimeiromundo,ewerton.barcellos,22.8
894,ceprimeiromundo,pmundo.alexandre.pimentel,3.25
895,ceprimeiromundo,pmundo.ana.almeida,18.6
896,ceprimeiromundo,pmundo.ana.pereira,39.8
897,ceprimeiromundo,pmundo.andre.santos,8.0
898,ceprimeiromundo,pmundo.angela.silva,85.2
899,ceprimeiromundo,pmundo.ariany.pereira,12.2
900,ceprimeiromundo,pmundo.armstrong.fernandes,14.8
901,ceprimeiromundo,pmundo.beatriz.rocha,3.5
902,ceprimeiromundo,pmundo.bianca.reis,64.8
903,ceprimeiromundo,pmundo.carla.fuentes,36.6
904,ceprimeiromundo,pmundo.carlos.lima,11.2
905,ceprimeiromundo,pmundo.carol.nunes,13.0
906,ceprimeiromundo,pmundo.carolline.cabral,55.8
907,ceprimeiromundo,pmundo.claudia.paganini,24.0
908,ceprimeiromundo,pmundo.cristiane.aburgele,55.4
909,ceprimeiromundo,pmundo.debora.meira,4.8
910,ceprimeiromundo,pmundo.diogo.varejao,4.6
911,ceprimeiromundo,pmundo.edna.alves,27.6
912,ceprimeiromundo,pmundo.elaine.diniz,18.4
913,ceprimeiromundo,pmundo.erica.borges,4.75
914,ceprimeiromundo,pmundo.estevao.santanna,16.0
915,ceprimeiromundo,pmundo.ezimar.bravin,27.0
916,ceprimeiromundo,pmundo.fabio.silva,50.25
917,ceprimeiromundo,pmundo.fabio.vicentini,4.75
918,ceprimeiromundo,pmundo.fernanda.madureira,28.8
919,ceprimeiromundo,pmundo.gabriela.lima,13.75
920,ceprimeiromundo,pmundo.gilmara.santos,3.75
921,ceprimeiromundo,pmundo.glauciane.sousa,40.8
922,ceprimeiromundo,pmundo.hadassa.andrade,19.5
923,ceprimeiromundo,pmundo.helen.guimaraes,3.75
924,ceprimeiromundo,pmundo.heliana.godinho,63.2
925,ceprimeiromundo,pmundo.isabela.borges,20.4
926,ceprimeiromundo,pmundo.jackeline.maia,26.0
927,ceprimeiromundo,pmundo.janaina.silva,60.0
928,ceprimeiromundo,pmundo.jessica.pereira,1.0
929,ceprimeiromundo,pmundo.joao.moraes,1.0
930,ceprimeiromundo,pmundo.joao.pinto,5.0
931,ceprimeiromundo,pmundo.joelma.borges,36.4
932,ceprimeiromundo,pmundo.julio.almeida,7.75
933,ceprimeiromundo,pmundo.karolaine.silva,4.5
934,ceprimeiromundo,pmundo.karoline.larciprete,30.4
935,ceprimeiromundo,pmundo.katia.guedes,129.2
936,ceprimeiromundo,pmundo.katia.nogueira,29.67
937,ceprimeiromundo,pmundo.kleiser.mendonca,33.2
938,ceprimeiromundo,pmundo.lais.romao,65.2
939,ceprimeiromundo,pmundo.layla.picole,10.0
940,ceprimeiromundo,pmundo.letycia.siqueira,45.2
941,ceprimeiromundo,pmundo.liane.godinho,17.5
942,ceprimeiromundo,pmundo.ligia.batista,38.2
943,ceprimeiromundo,pmundo.luana.barbosa,47.4
944,ceprimeiromundo,pmundo.luana.matos,14.6
945,ceprimeiromundo,pmundo.luciana.alves,70.4
946,ceprimeiromundo,pmundo.luciana.oliveira,29.8
947,ceprimeiromundo,pmundo.luciana.santos,28.25
948,ceprimeiromundo,pmundo.marcio.almeida,38.6
949,ceprimeiromundo,pmundo.marcio.soares,6.0
950,ceprimeiromundo,pmundo.marcio.vaccari,2.0
951,ceprimeiromundo,pmundo.marcus.medeiros,8.0
952,ceprimeiromundo,pmundo.marcus.motta,8.0
953,ceprimeiromundo,pmundo.mariana.favero,34.0
954,ceprimeiromundo,pmundo.mariana.vieira,4.5
955,ceprimeiromundo,pmundo.marina.moreira,14.5
956,ceprimeiromundo,pmundo.marizol.arispe,6.75
957,ceprimeiromundo,pmundo.marta.wyk,67.0
958,ceprimeiromundo,pmundo.michelle.brasil,3.75
959,ceprimeiromundo,pmundo.mirella.silva,40.6
960,ceprimeiromundo,pmundo.naara.relo,40.8
961,ceprimeiromundo,pmundo.natalia.franco,22.0
962,ceprimeiromundo,pmundo.natalia.taquette,4.0
963,ceprimeiromundo,pmundo.nayara.pereira,7.0
964,ceprimeiromundo,pmundo.patricia.oliveira,5.25
965,ceprimeiromundo,pmundo.paulo.araujo,6.5
966,ceprimeiromundo,pmundo.priscila.dias,14.8
967,ceprimeiromundo,pmundo.raquel.co,50.0
968,ceprimeiromundo,pmundo.renata.freitas,16.8
969,ceprimeiromundo,pmundo.renata.pramio,4.25
970,ceprimeiromundo,pmundo.ricardo.toledo,12.8
971,ceprimeiromundo,pmundo.rogerio.almeida,22.6
972,ceprimeiromundo,pmundo.rubiani.santos,39.8
973,ceprimeiromundo,pmundo.sandra.vojnovic,44.4
974,ceprimeiromundo,pmundo.sara.avila,18.33
975,ceprimeiromundo,pmundo.sara.oliveira,1.0
976,ceprimeiromundo,pmundo.sheila.santos,34.0
977,ceprimeiromundo,pmundo.tatiana.machado,61.2
978,ceprimeiromundo,pmundo.teste,1.0
979,ceprimeiromundo,pmundo.tiago.alvernaz,18.6
980,ceprimeiromundo,pmundo.veranice.holz,18.2
981,ceprimeiromundo,pmundo.wagner.goes,24.4
982,ceprimeiromundo,rafael.alves,20.0
983,cfc,adminsas,1.0
984,charlesdarwin,sas.professor,3.0
985,ciadosaber,06812677124,12.6
986,ciadosaber,07260028874,21.75
987,ciadosaber,16127444861,19.25
988,ciadosaber,22991201819,18.25
989,ciadosaber,25080941880,15.67
990,ciadosaber,29991893890,3.0
991,ciadosaber,30976945878,14.0
992,ciadosaber,31089545800,41.25
993,ciadosaber,35619259870,60.75
994,ciadosaber,36551514898,5.33
995,ciadosaber,36561626893,14.75
996,ciadosaber,44162305838,51.5
997,cnslpb,cnslmarialira,2.0
998,cognitivo,adminsas,2863.0
999,colegioanchietai,adminsas,3.0
1000,colegioanchietaii,adminsas,3.0
1001,colegioarena,arena.prof.arilton,3.5
1002,colegioarena,arena.prof.braga,2.5
1003,colegioarena,arena.prof.caius,1.67
1004,colegioarena,arena.prof.caleffi,3.5
1005,colegioarena,arena.prof.carelli,3.75
1006,colegioarena,arena.prof.cassio,1.0
1007,colegioarena,arena.prof.creti,1.5
1008,colegioarena,arena.prof.cristiano,2.5
1009,colegioarena,arena.prof.denis,1.0
1010,colegioarena,arena.prof.djalma,1.0
1011,colegioarena,arena.prof.doo,2.0
1012,colegioarena,arena.prof.everton,2.33
1013,colegioarena,arena.prof.fabricio,1.67
1014,colegioarena,arena.prof.gabriel,6.75
1015,colegioarena,arena.prof.gargano,10.67
1016,colegioarena,arena.prof.hudson,3.0
1017,colegioarena,arena.prof.igor,2.0
1018,colegioarena,arena.prof.jessika,1.0
1019,colegioarena,arena.prof.juliano,5.0
1020,colegioarena,arena.prof.jutorides,4.0
1021,colegioarena,arena.prof.lara,2.0
1022,colegioarena,arena.prof.lisandro,4.5
1023,colegioarena,arena.prof.luis,3.75
1024,colegioarena,arena.prof.milton,1.0
1025,colegioarena,arena.prof.nathalia,1.5
1026,colegioarena,arena.prof.noemy,6.5
1027,colegioarena,arena.prof.ormezindo,7.33
1028,colegioarena,arena.prof.pablo,3.33
1029,colegioarena,arena.prof.paulo,3.5
1030,colegioarena,arena.prof.ph,2.0
1031,colegioarena,arena.prof.romulo,2.0
1032,colegioarena,arena.prof.rondinelli,1.5
1033,colegioarena,arena.prof.rosselini,2.0
1034,colegioarena,arena.prof.salomao,2.25
1035,colegioarena,arena.prof.samuelnascimento,4.75
1036,colegioarena,arena.prof.steger,1.0
1037,colegioarena,arena.prof.stenio,10.5
1038,colegioarena,arena.prof.taina,1.0
1039,colegioarena,arena.prof.turco,6.5
1040,colegioarena,arena.prof.victor,5.75
1041,colegioarena,arena.prof.vitim,3.75
1042,colegioarena,arena.prof.william,2.0
1043,colegioarena,arena.prof.yuri,1.5
1044,colegioarena,arena.professorwendell,3.5
1045,colegioarena,arena.thiago.francisco,13.0
1046,colegioarena,prof.arena,1.0
1047,colegiobatistaindependente,admcbierica,1.0
1048,colegiobetelbrasileirosp,adelaidecamilo,179.0
1049,colegiobetelbrasileirosp,betelauxiliar,10.4
1050,colegiobetelbrasileirosp,betelcord2,13.5
1051,colegiobetelbrasileirosp,betelcord4,3.25
1052,colegiobetelbrasileirosp,betelcord5,6.0
1053,colegiobetelbrasileirosp,betelcord6,6.4
1054,colegiobetelbrasileirosp,beteldiego,32.6
1055,colegiobetelbrasileirosp,betelf2,10.0
1056,colegiobetelbrasileirosp,betelfabiana,92.0
1057,colegiobetelbrasileirosp,betelprof1,122.6
1058,colegiobetelbrasileirosp,betelprof10,101.0
1059,colegiobetelbrasileirosp,betelprof11,62.0
1060,colegiobetelbrasileirosp,betelprof12,222.2
1061,colegiobetelbrasileirosp,betelprof13,131.8
1062,colegiobetelbrasileirosp,betelprof14,168.0
1063,colegiobetelbrasileirosp,betelprof15,134.0
1064,colegiobetelbrasileirosp,betelprof16,147.0
1065,colegiobetelbrasileirosp,betelprof17,83.2
1066,colegiobetelbrasileirosp,betelprof19,117.6
1067,colegiobetelbrasileirosp,betelprof2,155.2
1068,colegiobetelbrasileirosp,betelprof20,17.4
1069,colegiobetelbrasileirosp,betelprof21,322.6
1070,colegiobetelbrasileirosp,betelprof22,194.6
1071,colegiobetelbrasileirosp,betelprof23,7.75
1072,colegiobetelbrasileirosp,betelprof24,155.4
1073,colegiobetelbrasileirosp,betelprof25,70.6
1074,colegiobetelbrasileirosp,betelprof27,225.6
1075,colegiobetelbrasileirosp,betelprof28,323.2
1076,colegiobetelbrasileirosp,betelprof29,141.2
1077,colegiobetelbrasileirosp,betelprof3,173.6
1078,colegiobetelbrasileirosp,betelprof30,191.6
1079,colegiobetelbrasileirosp,betelprof4,235.8
1080,colegiobetelbrasileirosp,betelprof5,461.2
1081,colegiobetelbrasileirosp,betelprof6,86.4
1082,colegiobetelbrasileirosp,betelprof7,31.25
1083,colegiobetelbrasileirosp,betelprof8,430.4
1084,colegiobetelbrasileirosp,betelprof9,91.4
1085,colegiobetelbrasileirosp,daienebetel,35.0
1086,colegiobetelbrasileirosp,natalibetel,2.75
1087,colegiobiangulo,adminsas,1.0
1088,colegiobianguloiv,adminsas,1.0
1089,colegiobilac,EltonLobo,3.6
1090,colegiobilac,Fabianomeneses,16.0
1091,colegiobilac,Glauber,5.4
1092,colegiobilac,Hannara,66.2
1093,colegiobilac,JOSSINEIA,7.5
1094,colegiobilac,bilac202011,11.25
1095,colegiobilac,bilac202012,6.33
1096,colegiobilac,bilac202096,5.0
1097,colegiobilac,celiaerondina,11.2
1098,colegiobilac,jassineide,26.6
1099,colegiobilac,joseanebispo,9.8
1100,colegiobilac,jucimarjesus,27.6
1101,colegiobilac,marcosazevedo,16.0
1102,colegiobilac,margarettepalmeira,4.5
1103,colegiobilac,oppsrubia,6.0
1104,colegiobilac,patriciapedreira,25.6
1105,colegiobilac,thiagoborges,7.75
1106,colegiobrasilia,Erivan,16.75
1107,colegiobrasilia,Nathan.mon.brasiliasp.br,22.0
1108,colegiobrasilia,aman.ferr.prof,190.5
1109,colegiobrasilia,anaaves,106.25
1110,colegiobrasilia,ange.cris.prof,149.5
1111,colegiobrasilia,aurora,49.0
1112,colegiobrasilia,camilamiguel,76.4
1113,colegiobrasilia,camis,90.25
1114,colegiobrasilia,carl.mell.prof,58.0
1115,colegiobrasilia,caue.brasilia,50.75
1116,colegiobrasilia,cibelee,7.0
1117,colegiobrasilia,cris.doni.brasilia,82.0
1118,colegiobrasilia,dani.mira,490.5
1119,colegiobrasilia,dani.pach,116.8
1120,colegiobrasilia,danielaescaleira,295.25
1121,colegiobrasilia,dayanemillan,184.8
1122,colegiobrasilia,diego.araujo,292.0
1123,colegiobrasilia,diego.jeronymo,55.75
1124,colegiobrasilia,fabianovianna,98.25
1125,colegiobrasilia,fabiofachini,153.75
1126,colegiobrasilia,gabi.oliveira,41.5
1127,colegiobrasilia,gillozzi,195.25
1128,colegiobrasilia,glau.fern,135.0
1129,colegiobrasilia,joao.doni.brasilia,125.75
1130,colegiobrasilia,joaoivan,76.5
1131,colegiobrasilia,josiane.prof,130.75
1132,colegiobrasilia,jugallerano,242.0
1133,colegiobrasilia,kati.cris,193.5
1134,colegiobrasilia,kelly.nadim,167.0
1135,colegiobrasilia,lari.sous.prof,80.5
1136,colegiobrasilia,lili.zuke.prof,217.8
1137,colegiobrasilia,lore.oliv,92.25
1138,colegiobrasilia,luan.fagu,46.4
1139,colegiobrasilia,lucy.sant,8.0
1140,colegiobrasilia,marc.gato.brasilia,20.0
1141,colegiobrasilia,marc.souz.brasilia,59.5
1142,colegiobrasilia,mari.bibo,32.5
1143,colegiobrasilia,mariluci.prof,96.25
1144,colegiobrasilia,marl.bozz,104.25
1145,colegiobrasilia,mauricio0901,102.4
1146,colegiobrasilia,mayn.oliv,109.25
1147,colegiobrasilia,nich.raph,106.25
1148,colegiobrasilia,patmaresca,17.4
1149,colegiobrasilia,pedrobrazinkas,28.6
1150,colegiobrasilia,professorbrasilia08,96.0
1151,colegiobrasilia,professorbrasilia10,55.25
1152,colegiobrasilia,professorbrasilia13,20.25
1153,colegiobrasilia,rafael.hanashiro,103.25
1154,colegiobrasilia,raqu.schn.brasilia,54.6
1155,colegiobrasilia,rena.oliv,300.25
1156,colegiobrasilia,rica.simo.prof,81.0
1157,colegiobrasilia,robe.sant,94.8
1158,colegiobrasilia,rodr.hila.brasilia,71.5
1159,colegiobrasilia,roggers.brasilia,119.25
1160,colegiobrasilia,shirley.neves,73.0
1161,colegiobrasilia,simo.fati,122.25
1162,colegiobrasilia,sola.mian.brasilia,85.0
1163,colegiobrasilia,suel.cust,10.0
1164,colegiobrasilia,suelimartins,133.0
1165,colegiobrasilia,tati.mari,155.5
1166,colegiobrasilia,thia.sore,103.75
1167,colegiobrasilia,viva.sant.prof,179.25
1168,colegiobrasilia,vjdias,229.2
1169,colegiobrasilia,wane.alve.prof,176.25
1170,colegiocb,alesantana,28.6
1171,colegiocb,cbadriano,93.75
1172,colegiocb,cbarci,280.0
1173,colegiocb,cbbarbara,31.75
1174,colegiocb,cbcaio,19.5
1175,colegiocb,cbcarvalho,36.25
1176,colegiocb,cbclaudinei,43.2
1177,colegiocb,cbdaniel,29.0
1178,colegiocb,cbedson,106.0
1179,colegiocb,cbflavio,50.25
1180,colegiocb,cbguilherme,43.75
1181,colegiocb,cbjanaina,4.0
1182,colegiocb,cbluciana,6.0
1183,colegiocb,cbluis,33.25
1184,colegiocb,cbmarcio,295.4
1185,colegiocb,cbmarines,31.33
1186,colegiocb,cbpatricia,10.5
