,namespace,owner,"Média de exércicios selecionados, curados ou criados por mês"
0,abdiasmartins,eduprof.francisco.ernane.am,1.0
1,abdiasmartins,eduprof.maria.elieusa.am,37.0
2,abdiasmartins,eduprof.maria.sueli.am,1.0
3,abdiasmartins,eduprof.samuel.martins.am,22.0
4,abiliomartins,edu.luciano.filho,35.0
5,abiliomartins,eduprof.ellen.zeziana.am,1.0
6,abiliomartins,eduprof.gerlandia.de.am,5.0
7,abiliomartins,eduprof.jhean.rodrigues.am,6.0
8,abiliomartins,eduprof.rodolfo.soares.am,32.5
9,acessoalmirantetamandare,andreia.galvan,1.0
10,acessoalmirantetamandare,ariane.chagas,288.0
11,acessoalmirantetamandare,bruno.francisco,15.38
12,acessoalmirantetamandare,celiane.dalazuana,14.0
13,acessoalmirantetamandare,daiany.souza,27.0
14,acessoalmirantetamandare,daniel.lourenco,6.0
15,acessoalmirantetamandare,daniela.porath,70.5
16,acessoalmirantetamandare,decio.mazur,9.86
17,acessoalmirantetamandare,edson.geremias,23.17
18,acessoalmirantetamandare,eliaquim.silva,84.88
19,acessoalmirantetamandare,elisangela.vanice,38.6
20,acessoalmirantetamandare,fernando.niles,43.4
21,acessoalmirantetamandare,gisele.guedes,83.0
22,acessoalmirantetamandare,gustavo.rodrigues,25.0
23,acessoalmirantetamandare,joao.rodini,12.0
24,acessoalmirantetamandare,jualiana.yamazato,153.5
25,acessoalmirantetamandare,leonardo.ceschin,168.8
26,acessoalmirantetamandare,luiz.paulo,37.2
27,acessoalmirantetamandare,maikon.oliveira,18.6
28,acessoalmirantetamandare,neide.elizabeth,16.4
29,acessoalmirantetamandare,pedro.stival,60.0
30,acessoalmirantetamandare,rafael.alves,90.0
31,acessoalmirantetamandare,rosemari.laskos,15.86
32,acessoalmirantetamandare,ruan.antunes,15.25
33,acessoboqueirao,MauroCesar,40.0
34,acessoboqueirao,adriano.lima,16.0
35,acessoboqueirao,anna.claudia,16.4
36,acessoboqueirao,ariane.chagas,120.0
37,acessoboqueirao,augusto.mozart,26.71
38,acessoboqueirao,braguim.ana,20.0
39,acessoboqueirao,cintia.lopes,24.0
40,acessoboqueirao,cristofer.muller,11.2
41,acessoboqueirao,daniel.lourenco,8.0
42,acessoboqueirao,eliaquim.silva,181.12
43,acessoboqueirao,erivaldo.aparecido,36.0
44,acessoboqueirao,fernanda.rossetto,57.33
45,acessoboqueirao,gessinguer.matheus,50.88
46,acessoboqueirao,giovanni.antonio,45.75
47,acessoboqueirao,guilherme.figura,10.8
48,acessoboqueirao,guilherme.ramos,17.12
49,acessoboqueirao,gustavo.felipe,77.71
50,acessoboqueirao,ivo.lessa,8.0
51,acessoboqueirao,jualiana.yamazato,123.5
52,acessoboqueirao,jucara.feitosa,27.5
53,acessoboqueirao,kamila.silva,10.0
54,acessoboqueirao,leonardo.ceschin,145.33
55,acessoboqueirao,lucas2021,11.0
56,acessoboqueirao,luiz.ricardo,43.14
57,acessoboqueirao,paulo.fabricio,13.29
58,acessoboqueirao,paulo.roberto,28.67
59,acessoboqueirao,rafael.alves,90.0
60,acessoboqueirao,rafael.varistelo,29.0
61,acessoboqueirao,roseane.dalpiaz,142.71
62,acessoboqueirao,thaysa.franco,15.0
63,acessoboqueirao,thiago.luis,10.0
64,acessoboqueirao,thiago.mendes,24.5
65,acessoboqueirao,virginie.pierin,17.29
66,acessocampolargo,ana.ganassoli,19.25
67,acessocampolargo,cintia.lopes,17.67
68,acessocampolargo,cristiano.borges,9.14
69,acessocampolargo,daniel.lourenco,15.0
70,acessocampolargo,dulcineia.kempner,49.12
71,acessocampolargo,edmar.brustolin,11.75
72,acessocampolargo,eliaquim.silva,175.5
73,acessocampolargo,everton.luis,31.5
74,acessocampolargo,gislaine.winheski,12.5
75,acessocampolargo,jaqueline.berton,16.0
76,acessocampolargo,joao.rodini,20.67
77,acessocampolargo,jualiana.yamazato,127.5
78,acessocampolargo,leonardo.ceschin,89.33
79,acessocampolargo,leonardo.jose,26.0
80,acessocampolargo,luiz.ricardo,27.0
81,acessocampolargo,mario.souza,10.0
82,acessocampolargo,rafael.alves,90.0
83,acessocampolargo,rosele.maria,17.0
84,acessocampolargo,ruan.antunes,8.0
85,acessocampolargo,rubens.labios,37.0
86,acessocampolargo,tamyris.kempner,35.6
87,acessocampolargo,terezinha.salvador,43.29
88,acessocampolargo,valquiria.eloise,11.5
89,acessocampolargo,vania.regina,4.0
90,acessocampolargokids,ana.figueiredo,10.0
91,acessocampolargokids,ariane.chagas,184.0
92,acessocampolargokids,eliaquim.silva,24.33
93,acessocampolargokids,jualiana.yamazato,21.5
94,acessocampolargokids,leonardo.ceschin,17.4
95,acessofazendariogrande,alexandre.luiz,49.5
96,acessofazendariogrande,andreia.simone,10.0
97,acessofazendariogrande,ariane.chagas,184.0
98,acessofazendariogrande,cristofer.muller,15.0
99,acessofazendariogrande,edmar.brustolin,14.2
100,acessofazendariogrande,elaine.vaz,10.0
101,acessofazendariogrande,eliaquim.silva,124.75
102,acessofazendariogrande,jean.carlos,25.33
103,acessofazendariogrande,jefferson.renato,4.5
104,acessofazendariogrande,joao.rodini,18.33
105,acessofazendariogrande,jualiana.yamazato,137.0
106,acessofazendariogrande,kamila.silva,18.0
107,acessofazendariogrande,kaue.nascimento,1.0
108,acessofazendariogrande,leonardo.ceschin,161.6
109,acessofazendariogrande,leonardo.jose,37.6
110,acessofazendariogrande,luiz.paulo,30.5
111,acessofazendariogrande,michele.pilato,24.38
112,acessofazendariogrande,paulo.fabricio,31.88
113,acessofazendariogrande,rafael.alves,90.0
114,acessofazendariogrande,sergio.junior,12.0
115,acessofazendariogrande,sheila.marafigo,23.0
116,acessofazendariogrande,simone.zamperon,8.25
117,acessofazendariogrande,tatiane.cristina,6.5
118,acessofazendariogrande,thalyta.duma,1.0
119,acessofazendariogrande,willian.gean,48.0
120,acessohauer,alexandre.luiz,23.5
121,acessohauer,anna.claudia,6.0
122,acessohauer,ariane.chagas,72.0
123,acessohauer,braguim.ana,20.0
124,acessohauer,diego.godoy,10.38
125,acessohauer,eliaquim.silva,66.25
126,acessohauer,emanuelle.cristiane,1.0
127,acessohauer,jualiana.yamazato,60.5
128,acessohauer,juliana.azevedo.oliveira,57.0
129,acessohauer,leonardo.ceschin,31.5
130,acessohauer,luciana.helena,34.0
131,acessohauer,maria.pinto,48.67
132,acessohauer,matriculadores.susyara.cristiane,50.8
133,acessohauer,mauro.cesar,95.5
134,acessohauer,sara.ruana,57.0
135,acessohauer,thaysa.franco,20.0
136,acessohauer,valquiria.eloise,10.67
137,acessopinhais,alana.deus,53.0
138,acessopinhais,andrea.lopes,5.0
139,acessopinhais,daniel.gama,6.0
140,acessopinhais,delton.savi,31.6
141,acessopinhais,edmar.brustolin,12.0
142,acessopinhais,eliaquim.silva,81.0
143,acessopinhais,elisa.sizenandop,7.57
144,acessopinhais,gessinguer.rodecz,23.0
145,acessopinhais,iris.terezinha,29.67
146,acessopinhais,isabel.cristina,32.29
147,acessopinhais,joao.rodini,24.17
148,acessopinhais,jualiana.yamazato,78.5
149,acessopinhais,leonardo.ceschin,98.0
150,acessopinhais,lucas.alberto,15.0
151,acessopinhais,luis.felipe,15.5
152,acessopinhais,luis.marafigo,19.75
153,acessopinhais,professorfaq,1.0
154,acessopinhais,rafael.alves,90.0
155,acessopinhais,thiago.mendes,36.5
156,acessosantafelicidade,alexandre.luiz,14.29
157,acessosantafelicidade,andre.lopes,10.0
158,acessosantafelicidade,andrea.lopes,5.0
159,acessosantafelicidade,ariane.chagas,352.0
160,acessosantafelicidade,augusto.mozart,48.86
161,acessosantafelicidade,cintia.lopes,15.0
162,acessosantafelicidade,cristofer.muller,12.0
163,acessosantafelicidade,daiane.pereira1,100.0
164,acessosantafelicidade,dayllem.aparecida,71.17
165,acessosantafelicidade,eliaquim.silva,770.12
166,acessosantafelicidade,erivaldo.aparecido,12.0
167,acessosantafelicidade,felipe.rodini,13.33
168,acessosantafelicidade,gisele.guedes,10.0
169,acessosantafelicidade,guilherme.figura,6.25
170,acessosantafelicidade,gustavo.felipe,54.17
171,acessosantafelicidade,joao.rodini,15.17
172,acessosantafelicidade,jualiana.yamazato,10.0
173,acessosantafelicidade,lawrence.young,26.0
174,acessosantafelicidade,leonardo.ceschin,365.62
175,acessosantafelicidade,lucas.alberto,11.5
176,acessosantafelicidade,luiz.ricardo,27.0
177,acessosantafelicidade,maria.pinto2,25.33
178,acessosantafelicidade,neide.elizabeth,26.75
179,acessosantafelicidade,priscila.cavali,30.0
180,acessosantafelicidade,rafael.alves,90.0
181,acessosantafelicidade,rosemeri.laskos,3.33
182,acessosantafelicidade,sandra.mara,31.0
183,acessosantafelicidade,silvana.sadzinski,3.0
184,acessosantafelicidade,tatiane.cristina,2.25
185,acessosantafelicidade,thiago.mayron,10.2
186,acessosantafelicidade,thiago.mendes,40.5
187,acessosantafelicidade,virginie.pierin,11.0
188,acessosjpinhais,adriana.noviski,8.0
189,acessosjpinhais,adriano.maia,20.2
190,acessosjpinhais,allan.araujo,9.0
191,acessosjpinhais,amanda.zanatta,41.71
192,acessosjpinhais,andressa.silva,33.5
193,acessosjpinhais,ariane.chagas,234.0
194,acessosjpinhais,camila.gomes,61.4
195,acessosjpinhais,camila.lima,9.5
196,acessosjpinhais,claudia.zuchi,25.33
197,acessosjpinhais,decio.mazur,15.43
198,acessosjpinhais,edilton.niewiadomski,7.75
199,acessosjpinhais,edmar.brustolin,14.33
200,acessosjpinhais,eliaquim.silva,181.25
201,acessosjpinhais,felipe.lima,9.0
202,acessosjpinhais,felipe.moreno,30.43
203,acessosjpinhais,flavio.quadros,15.8
204,acessosjpinhais,franciele.moura,10.0
205,acessosjpinhais,gessinger.rodecz,33.5
206,acessosjpinhais,guilherme.barbosa,35.25
207,acessosjpinhais,isabel.casarin,43.75
208,acessosjpinhais,ivo.lessa,30.0
209,acessosjpinhais,jessica.lesniowski,39.5
210,acessosjpinhais,jhulian.amaral,27.38
211,acessosjpinhais,jualiana.yamazato,178.5
212,acessosjpinhais,kelly.miranda,10.25
213,acessosjpinhais,leonardo.ceschin,216.0
214,acessosjpinhais,luciana.mello,12.5
215,acessosjpinhais,luis.siqueira,14.5
216,acessosjpinhais,marcela.belomaia,7.0
217,acessosjpinhais,marialuiza.oliveira,13.17
218,acessosjpinhais,mario.junior,16.5
219,acessosjpinhais,michele.almeida,65.17
220,acessosjpinhais,naiana.saldanha,59.0
221,acessosjpinhais,nathane.pacheco,15.67
222,acessosjpinhais,pauliane.ienkot,59.33
223,acessosjpinhais,professorfaq,2.0
224,acessosjpinhais,rafael.alves,90.0
225,acessosjpinhais,rafael.floro,9.0
226,acessosjpinhais,raquel.britto,5.0
227,acessosjpinhais,rodrigo.simao,1.0
228,acessosjpinhais,siddhartha.giese,36.67
229,acessosjpinhais,suelem.antonio,2.0
230,acessosjpinhais,suelin.laurindo,40.5
231,acessosjpinhais,thiago.zeni,15.0
232,acessosjpinhais,vanessa.greco,34.0
233,adrianochan,Matinta01,63.5
234,adrianochan,adriano.chan,55.71
235,adrianochan,ahmad.hamze,83.12
236,adrianochan,bia.arruda,51.14
237,adrianochan,david.neto,56.62
238,adrianochan,gustavo.doretto,300.75
239,adrianochan,jamal.osman,33.0
240,adrianochan,livia.migliorini,5.5
241,adrianochan,me.cacchi,34.25
242,adrianochan,sandra.sakamoto,6.5
243,adrianochan,stela.pieri,108.62
244,aescobjetivo,adriana.lopes,16.33
245,aescobjetivo,aline.scalon,115.71
246,aescobjetivo,ana.cecilia,91.38
247,aescobjetivo,anajulia.duarte,738.29
248,aescobjetivo,caio.barandas,39.0
249,aescobjetivo,claudecir.ricardo,61.29
250,aescobjetivo,daniel.fernando,115.0
251,aescobjetivo,devalcir.antonio,150.71
252,aescobjetivo,diego.pires,72.62
253,aescobjetivo,elias.oliveira,184.43
254,aescobjetivo,fernanda.isack,73.67
255,aescobjetivo,isabella.marinho,108.43
256,aescobjetivo,ivana.maria,3.0
257,aescobjetivo,jose.donato,91.67
258,aescobjetivo,joy.carpes,105.57
259,aescobjetivo,jualiana.yamazato,6.0
260,aescobjetivo,juliana.silas,59.17
261,aescobjetivo,kamilla.oliveira,21.33
262,aescobjetivo,lucas.secarelli,60.67
263,aescobjetivo,luiz.tiago,95.88
264,aescobjetivo,luiza.santiago,81.86
265,aescobjetivo,marcelo.crispim,57.14
266,aescobjetivo,marcio.resende,78.0
267,aescobjetivo,maria.eunice,37.43
268,aescobjetivo,maria.lucia,39.67
269,aescobjetivo,mariana.chaves,75.25
270,aescobjetivo,marina.campos,116.43
271,aescobjetivo,miguel.franco,77.88
272,aescobjetivo,natalia.centioli,21.25
273,aescobjetivo,prof.t,2.0
274,aescobjetivo,raniery.rosa,45.14
275,aescobjetivo,renata.andrea,37.86
276,aescobjetivo,rosina.muto,72.62
277,aescobjetivo,samira.fiorezi,33.17
278,aescobjetivo,simone.barbosa,104.33
279,aescobjetivo,simone.lassala,23.88
280,aescobjetivo,thais.pelaquim,81.62
281,aescobjetivo,thiago.assis,174.14
282,aescobjetivo,thiago.avansi,96.43
283,aescobjetivo,viviane.rosemeire,84.4
284,albertocabral,eduadm.ana.lima,2.0
285,albertocabral,eduprof.elisangela.maria,1.0
286,albertocabral,eduprof.mariana.aparecida,1.0
287,albertocabral,gercimario.francisco,2.0
288,albertsabin,sas.professor,3.0
289,alfacembilingue,sas.professor,3.0
290,alpha,Anapaulasantos,39.25
291,alpha,Arianenogueira,9.14
292,alpha,Danielivilela,37.14
293,alpha,Daniellamassarenti,21.0
294,alpha,FelipeMGomes,4.0
295,alpha,Fredoliveira,15.0
296,alpha,GabrielDelgado,49.0
297,alpha,GiselePampanini,14.67
298,alpha,Helanesouza,32.29
299,alpha,JorgeACesar,49.25
300,alpha,Josemoraes,4.5
301,alpha,Joyceazevedo,14.75
302,alpha,LaisPimentel,13.43
303,alpha,Ligialozano,24.25
304,alpha,Mariliaeira,7.71
305,alpha,Polianabittencourt,26.71
306,alpha,RenatoEras,15.0
307,alpha,TiagoCampos,26.0
308,alpha,WagnerMaracini,22.14
309,alpha,Ze,96.29
310,alpha,alinematsushita,72.14
311,alpha,anafazolli,15.57
312,alpha,andressaboschetti,70.71
313,alpha,deborareginamagalhaesdiniz,69.43
314,alpha,diegogarcia08,11.6
315,alpha,emmanuel,14.0
316,alpha,fernandapavani,593.62
317,alpha,jportezani,34.29
318,alpha,julypires001,287.0
319,alpha,limeliee,22.57
320,alpha,lucianafava,32.0
321,alpha,marumjacob,20.0
322,alpha,miyuki,71.0
323,alpha,primogerbelli,7.86
324,alpha,prof.alexandra,16.0
325,alpha,prof.arthur,73.29
326,alpha,prof.julio,312.43
327,alpha,professoralpha29,28.5
328,alpha,professoralpha31,4.5
329,alpha,professoralpha32,8.25
330,alpha,rafaelcunha,31.0
331,alpha,robertaxlg,51.43
332,alpha,victorabr,191.57
333,alpha,yuriduartec,12.0
334,amadeus,Aldenescosta03,38.0
335,amadeus,Andreluis,24.75
336,amadeus,Claudiomoreira,16.57
337,amadeus,DIEGO,11.0
338,amadeus,Irisdione,6.0
339,amadeus,Paulo.Rocha,23.25
340,amadeus,alinerocha,161.4
341,amadeus,amadeus,34.2
342,amadeus,anapaulajesus,9.33
343,amadeus,andresantana,6.25
344,amadeus,ashleytrindade,65.88
345,amadeus,brunnolliver,8.5
346,amadeus,brunoduarte,10.57
347,amadeus,caina.marques,5.5
348,amadeus,charlenecorreira,44.67
349,amadeus,claudiaraujo,8.0
350,amadeus,damarescampos,12.0
351,amadeus,daniellefontes,4.2
352,amadeus,danycyn,49.62
353,amadeus,daysepeixoto,12.0
354,amadeus,debora.santos,4.6
355,amadeus,denilsonsantos,12.4
356,amadeus,denisson,10.0
357,amadeus,deywison,11.17
358,amadeus,duanny.menezes,62.5
359,amadeus,edineide.silva,2.8
360,amadeus,eduardoluis,40.43
361,amadeus,elayne.franca,18.0
362,amadeus,euclerioleao,154.0
363,amadeus,fabiodonascimento,14.8
364,amadeus,fritz,170.86
365,amadeus,gercileide,383.0
366,amadeus,glaucia.santos,60.5
367,amadeus,glicia1978,16.17
368,amadeus,iara.santos,26.5
369,amadeus,irisd,16.0
370,amadeus,itatiana.araujo,25.0
371,amadeus,izabella.matos,4.5
372,amadeus,jonasramos,5.14
373,amadeus,katialeite,4.0
374,amadeus,laureana.moraes,82.75
375,amadeus,leilalima,6.25
376,amadeus,liliansantos,599.86
377,amadeus,lucasassis,20.0
378,amadeus,lucianodantas,23.75
379,amadeus,luizao,10.0
380,amadeus,marciavirginia,40.5
381,amadeus,nailson,25.5
382,amadeus,patriciafarias,13.33
383,amadeus,priscila.goncalves,923.62
384,amadeus,reginacox,18.0
385,amadeus,robertogois,25.0
386,amadeus,sabrina.dias,7.0
387,amadeus,sara.gabriel,25.0
388,amadeus,silviaoliveira,8.67
389,amadeus,silviovieira,15.5
390,amadeus,simonechagas,18.67
391,amadeus,sintiadias,8.0
392,amadeus,wilsonmontalvao,7.0
393,amais,estudando.prof,1.0
394,amais,gilson.inspira,172.0
395,amais,jonasstanley,274.0
396,amais,larissa.santos,380.0
397,amais,mariana.castilho,155.0
398,amais,marina.logullo,23.0
399,amais,pedro.bernardes,118.0
400,amais,prof.diagnose,39.0
401,amais,professorestudando,53.0
402,amais,rafael.alves,297.5
403,amais,rafaela.santos,127.0
404,amais,rayza.romualdo,230.0
405,amais,talita.inspira,193.0
406,anossaatmosfera,barauna,350.75
407,antoniairene,eduprof.francisca.neires.ai,1.0
408,antoniairene,eduprof.maria.cristiane.ai,1.0
409,antoniomelo,eduprof.ana.florencia.ao,1.0
410,antoniomelo,eduprof.cristiane.oliveira.ao,15.0
411,antoniomelo,eduprof.maria.eliueza.ao,36.25
412,apogeu,edgardutra,367.0
413,apogeu,renatosa72,14.5
414,apogeustoantonio2,MarceloVidal,11.6
415,apogeustoantonio2,blenke,16.25
416,apogeustoantonio2,carlosafp38,12.0
417,apogeustoantonio2,cassoliveira,118.0
418,apogeustoantonio2,cintiatoledo,10.0
419,apogeustoantonio2,cristiande,1.0
420,apogeustoantonio2,eulerva88,18.75
421,apogeustoantonio2,fisicaschimtz,34.5
422,apogeustoantonio2,gianibatista,252.83
423,apogeustoantonio2,guilhermeas,9.0
424,apogeustoantonio2,kerisson,696.5
425,apogeustoantonio2,marciacs15,11.0
426,apogeustoantonio2,mariaislf34,14.0
427,apogeustoantonio2,nathaliaccg,16.67
428,apogeustoantonio2,patriciamcbarra,8.75
429,apogeustoantonio2,pedrob58,51.5
430,apogeustoantonio2,priscillascampos08,8.0
431,apogeustoantonio2,professorescorretores,102.5
432,apogeustoantonio2,proflucasmonteiro,304.62
433,apogeustoantonio2,renatacg,33.0
434,apogeustoantonio2,suelen.alves,12.0
435,apogeustoantonio2,taylorfp21,32.25
436,apogeustoantonio2,thiagoandrade,22.25
437,apogeustoantonio2,victorepg,16.0
438,aprovest,gicleiton.costa,102.0
439,aprovest,profeduardoribeiro,15.0
440,aprovest,profezequiassilva,7.0
441,aprovest,profkelvinleite,5.0
442,aprovest,profthomasvidal,184.5
443,aprovest,profvitormacieira,15.0
444,aprovest,profwandersonsilva,3.0
445,arena,arena,11.5
446,arena,arena.fund,6.0
447,arena,sas.admin,1010.0
448,arlindocavalcanti,edu.ernandes.felix.da,13.0
449,arlindocavalcanti,gercimario.francisco,3.0
450,arturtavares,bonitoprof58,1.0
451,arturtavares,bonitoprof61,1.0
452,arturtavares,eduadm.jassiane.alves,1.0
453,arturtavares,eduadm.monica.fonseca,2.0
454,arturtavares,gercimario.francisco,4.0
455,atmo,sas.professor,6.0
456,barraazul,edu.jose.gibson.da,2.0
457,barraazul,edu.marcia.trajano,1.0
458,barraazul,edu.maria.osivania.de,1.5
459,barraazul,gercimario.francisco,1.0
460,barraazul,prof.isabella,1.0
461,beityaacov,beityaacov,7440.0
462,beityaacov,sas.admin,49.0
463,benjaminconstant,adminsas,1089.5
464,benjaminconstant,sas.admin,3635.67
465,benjaminconstant,sas.professor,8.0
466,benjaminconstant,sas1151101,1.0
467,benjamitacardona,eduadm.luciana.maria,1.0
468,benjamitacardona,gercimario.francisco,2.0
469,bernardosayao,eduadm.maria.jessica,1.0
470,bernardosayao,eduprof.gustavo.clementino,2.0
471,bernardosayao,eduprof.maria.veronice,14.5
472,bernardosayao,eduprof.valnice.lopes,2.0
473,bernardosayao,gercimario.francisco,2.0
474,brasilcursinhos,acaciogarcezc,4.0
475,brasilcursinhos,ananiehues,14.0
476,brasilcursinhos,aurorall32,23.25
477,brasilcursinhos,candice.maria,45.0
478,brasilcursinhos,cats,165.0
479,brasilcursinhos,each.flavio,9.17
480,brasilcursinhos,each.isadora,5.0
481,brasilcursinhos,each.joao.vr,6.5
482,brasilcursinhos,each.juliaf,17.0
483,brasilcursinhos,each.maringolocatia,3.0
484,brasilcursinhos,each.paulo,24.75
485,brasilcursinhos,each.pedagogica,253.2
486,brasilcursinhos,each.vitor,608.0
487,brasilcursinhos,eduardosn95,78.33
488,brasilcursinhos,ef.anaclara,24.5
489,brasilcursinhos,ef.anajulia,21.17
490,brasilcursinhos,ef.andre,18.5
491,brasilcursinhos,ef.angelise,50.0
492,brasilcursinhos,ef.bruno,31.5
493,brasilcursinhos,ef.carine,11.5
494,brasilcursinhos,ef.cassio,42.33
495,brasilcursinhos,ef.fabiane,26.67
496,brasilcursinhos,ef.fernando,18.0
497,brasilcursinhos,ef.iago,18.0
498,brasilcursinhos,ef.jeferson,36.2
499,brasilcursinhos,ef.jucemar,735.6
500,brasilcursinhos,ef.karinati,131.0
501,brasilcursinhos,ef.luizc,43.14
502,brasilcursinhos,ef.marcelo,27.6
503,brasilcursinhos,ef.marina,335.0
504,brasilcursinhos,ef.matheus,20.4
505,brasilcursinhos,ef.pedrol,24.25
506,brasilcursinhos,ef.thais,36.0
507,brasilcursinhos,gabrielems,10.5
508,brasilcursinhos,garra.amanda.carvalho,10.5
509,brasilcursinhos,garra.ayra,8.0
510,brasilcursinhos,garra.beatriz.nascimento,4.0
511,brasilcursinhos,garra.ciro.peixoto,10.5
512,brasilcursinhos,garra.davi,16.0
513,brasilcursinhos,garra.ederson.barros,22.0
514,brasilcursinhos,garra.elenara.souza,9.0
515,brasilcursinhos,garra.giulia,4.0
516,brasilcursinhos,garra.grace,45.67
517,brasilcursinhos,garra.guilherme.martins,107.0
518,brasilcursinhos,garra.jardel,37.0
519,brasilcursinhos,garra.julia.couto,1.0
520,brasilcursinhos,garra.marinas,11.0
521,brasilcursinhos,garra.rafaela,24.0
522,brasilcursinhos,garra.raquel.damasceno,4.0
523,brasilcursinhos,gera.guilherme,30.2
524,brasilcursinhos,gera.pedrom,14.0
525,brasilcursinhos,institucional.gerabixo,23.67
526,brasilcursinhos,joao.vsv,22.0
527,brasilcursinhos,jose.wendel,136.0
528,brasilcursinhos,lebat,6.0
529,brasilcursinhos,leticiasavaris,37.57
530,brasilcursinhos,liza.parente,28.67
531,brasilcursinhos,luana.aimi,10.0
532,brasilcursinhos,lucas.vinicius,13.0
533,brasilcursinhos,malupe,27.0
534,brasilcursinhos,mateuspm25,20.0
535,brasilcursinhos,pedro.figueiredo,22.5
536,brasilcursinhos,pedrolehn,5.0
537,brasilcursinhos,sarabncz,20.0
538,brasilcursinhos,vianagab,19.0
539,brasilcursinhos,vitor.gagliardi,34.75
540,camerinocursos,danielcamerino,59.5
541,casdinhosjc,AnaKarolineReis,15.75
542,casdinhosjc,Arroz,15.0
543,casdinhosjc,Bellarus,8.0
544,casdinhosjc,Beta,8.75
545,casdinhosjc,Borel,5.67
546,casdinhosjc,GabrielGarcia,6.5
547,casdinhosjc,HelenaFonseca,14.67
548,casdinhosjc,Homer,98.6
549,casdinhosjc,IngridOliveira,6.5
550,casdinhosjc,Jheny,23.2
551,casdinhosjc,LidianeFernanda,40.0
552,casdinhosjc,Maradona,64.71
553,casdinhosjc,MayconSiqueira,10.0
554,casdinhosjc,Nema,13.0
555,casdinhosjc,PedroAlcino,6.0
556,casdinhosjc,Presunto,107.83
557,casdinhosjc,Telletubie,1.67
558,casdinhosjc,Tessari,53.25
559,casdinhosjc,caique.mattos,7.0
560,casdinhosjc,casdi155,71.75
561,casdinhosjc,casdi250,5.33
562,casdinhosjc,jeahthais,4.6
563,casdinhosjc,lara.maria,11.5
564,casdinhosjc,raquel.fanale,15.0
565,casdinhosjc,vanguarda,21.5
566,casdvest,ana.biscolla,14.0
567,casdvest,ana.fazolli,4.0
568,casdvest,arthur.vicente,2.0
569,casdvest,caio.jansen,12.0
570,casdvest,gabriel.grillo,5.0
571,casdvest,igor.jose,22.83
572,casdvest,jeah.thais,4.67
573,casdvest,jose.goncalves,127.0
574,casdvest,lais.barbieri,21.0
575,casdvest,leticia.rodrigues,12.0
576,casdvest,luiz.guilherme.marcondes,5.0
577,casdvest,mariana.raquel,8.0
578,casdvest,marina.ferreira,10.0
579,casdvest,paola.sabrina,19.33
580,casdvest,pedro.henrique.sales,15.0
581,casdvest,rafael.bueno,5.0
582,casdvest,thyago.leal,1.0
583,casdvest,tiago.hudler,1.0
584,casdvest,victor.franca,6.0
585,casdvest,victor.hugooliv,8.5
586,casdvest,victoria.catarina,1.0
587,casdvest,vinicius.bonavides,670.5
588,casdvest,wiliam.oliveira,22.0
589,casdvest,yasmin.zanini,1.0
590,catarinense,adminsas,1730.0
591,catarinense,sas.admin,9298.0
592,catarinense,sas.professor,7.0
593,caur,cursinho.caur,20.33
594,cbpdigital,AlianiDuarte3,4.0
595,cbpdigital,Nicolli,4.33
596,cbpdigital,allinyas52,5.5
597,cbpdigital,amandacf10,7.67
598,cbpdigital,amanndaff26,11.67
599,cbpdigital,anacfd17,19.0
600,cbpdigital,ass.disciplinarfund2,24.0
601,cbpdigital,brisalinaae77,9.0
602,cbpdigital,bruna.silva,60.4
603,cbpdigital,caue.rodrigues2,62.0
604,cbpdigital,cbpdigital,63.67
605,cbpdigital,celidalva.cbp,113.33
606,cbpdigital,daniela.cbp,93.0
607,cbpdigital,eduardamra,7.33
608,cbpdigital,elaine.leite4,91.67
609,cbpdigital,eliene.moura,97.86
610,cbpdigital,felipe.guerra,37.33
611,cbpdigital,francisco.macedo,32.0
612,cbpdigital,franciscomsl50,4.0
613,cbpdigital,fund1cbpalmas,11.0
614,cbpdigital,fund2cbpalmas,114.0
615,cbpdigital,gabriel.damasco,54.0
616,cbpdigital,glauciane.costa,18.0
617,cbpdigital,inforpalmas,1020.5
618,cbpdigital,isabel.andrade,30.57
619,cbpdigital,janayne.silva,10.0
620,cbpdigital,joao.rodrigues,63.0
621,cbpdigital,jonatas.costa,54.67
622,cbpdigital,juliatcs96,4.0
623,cbpdigital,katiane.paula,17.67
624,cbpdigital,kizzy.cbp,68.29
625,cbpdigital,layanesr26,2.5
626,cbpdigital,liviamaraf,6.0
627,cbpdigital,loreny,1.0
628,cbpdigital,marcos.cbp,57.75
629,cbpdigital,maximiliano.cbp,126.86
630,cbpdigital,moniquemm32,7.67
631,cbpdigital,neide.cbp,86.29
632,cbpdigital,patricia.santana,85.5
633,cbpdigital,patricianeves.cbp,84.86
634,cbpdigital,professorteste.cbp,8.0
635,cbpdigital,rafael.cbp,66.0
636,cbpdigital,rayssa.araujo,27.71
637,cbpdigital,regiane.bastos,101.71
638,cbpdigital,robson.reis,1554.5
639,cbpdigital,samuel.cbp,110.29
640,cbpdigital,soefund2.cbp,2.0
641,cbpdigital,thaina.cbp,109.5
642,cbpdigital,vitoriahcs,7.5
643,cbpdigital,wanderson.cbp,30.33
644,ceabb,aparecidapepi,40.2
645,ceabb,eufranio,62.0
646,ceabb,georgea,65.62
647,ceabb,luceliascoelho,229.29
648,ceabb,professora.caroline,82.17
649,ceabb,professora.nathalia,80.8
650,ceabb,profmarceli,79.0
