,namespace,user_id,type
1415,faculdadeflamingo,dirceujunior10,3
1416,faculdadeflamingo,edilfilho10,1
1417,faculdadeflamingo,enitarodrigues,100
1418,faculdadeflamingo,franciscosouza10,31
1419,faculdadeflamingo,iaiaCuma10,349
1420,faculdadeflamingo,ilkavercelino10,57
1421,faculdadeflamingo,jailsonsantos10,1
1422,faculdadeflamingo,joaocrescenzzo10,38
1423,faculdadeflamingo,josecampos10,4
1424,faculdadeflamingo,lilianemonay10,66
1425,faculdadeflamingo,mariadelphino10,29
1426,faculdadeflamingo,mariasgorbissa10,296
1427,faculdadeflamingo,mariasouza10,84
1428,faculdadeflamingo,marioramires10,427
1429,faculdadeflamingo,monicakarsokas10,2
1430,faculdadeflamingo,neidezamboni10,147
1431,faculdadeflamingo,paulopereira10,37
1432,faculdadeflamingo,pedrobonetto10,271
1433,faculdadeflamingo,pedrofilho10,16
1434,faculdadeflamingo,rafaelmurakami,33
1435,faculdadeflamingo,renata.matsuo,41
1436,faculdadeflamingo,robertamoreira,3038
1437,faculdadeflamingo,rubensjunior10,1
1438,faculdadeflamingo,rudolfohesse10,11
1439,faculdadeflamingo,said10,126
1440,faculdadeflamingo,shizuokumasaka10,1
1441,faculdadeflamingo,silviasilva10,25
1442,faculdadeflamingo,simonecassia10,21
1443,faculdadeflamingo,vanderleisantos10,72
1444,faculdadeflamingo,wandooliveira10,1
1445,faculdadeflamingo,wesleyfernandez,449
1446,forumcultural,sas1569106,1
1447,franciscoperes,edu.eliane.de.fp,1
1448,franciscopinto,eduprof.antonio.ferreira,1
1449,franciscopinto,eduprof.francisca.esmenia,5
1450,francobrasileiro,sas1476091,6
1451,gamt,BrunaMyslinsky,441
1452,gamt,denisesales,1128
1453,gamt,miguelpelogia,131
1454,gamt,samanthabraga,569
1455,guilhermefilho,eduprof.elza.maria.gf,4
1456,guilhermefilho,eduprof.maria.iranedes.gf,4
1457,hamiltondarocha,eduprof.ana.karla,24
1458,hamiltondarocha,eduprof.antonia.jordanna,4
1459,hamiltondarocha,eduprof.edinardo.dos,2
1460,hamiltondarocha,eduprof.fabio.sales,20
1461,hamiltondarocha,eduprof.francisco.carlos,1
1462,hamiltondarocha,eduprof.francisco.junior,35
1463,hamiltondarocha,eduprof.jainara.santos,372
1464,hamiltondarocha,eduprof.jose.ari,2
1465,hamiltondarocha,eduprof.katia.daniela,23
1466,hamiltondarocha,eduprof.luis.antonio,2
1467,hamiltondarocha,eduprof.mardonio.de,29
1468,hamiltondarocha,eduprof.maria.das,10
1469,hamiltondarocha,eduprof.maria.eleni,86
1470,hamiltondarocha,eduprof.maria.risomar,207
1471,insa,adelio.neto,25
1472,insa,alvaro.cesar,9
1473,insa,maria.socorro,1119
1474,insa,raysa.gardenne,7
1475,insa,renato.vasconcelos,26
1476,institutocristao,geaneribeiro,1
1477,institutocristao,jairwillyans,2
1478,institutocristao,leticiaaylanna,9
1479,institutocristao,sjoaomarcos,13
1480,institutocristao,thaisletras,79
1481,institutocristao,thaismatos,51
1482,institutoeurofarma,aricampos,56
1483,integra,Eduardo.brandi,587
1484,integra,Rodrigo.chaves,340
1485,integra,alexander.pinheiro,180
1486,integra,anacristina.lima,4022
1487,integra,bruna.werneck,5148
1488,integra,cinthia.lima,1
1489,integra,elisa.elena,1822
1490,integra,fernanda.faustino,380
1491,integra,fernanda.portilho,1030
1492,integra,gabi.barcellos,1933
1493,integra,gabriela.guarabyra,1177
1494,integra,karoline.flores,6368
1495,integra,larissa.picoli,2849
1496,integra,leticia.borges,1109
1497,integra,leticia.martins,489
1498,integra,lorena.falci,280
1499,integra,maira.alvim,7
1500,integra,maria.flavia,1832
1501,integra,mila.aguiar,2472
1502,integra,natalia.menini,1924
1503,integra,rafaela.matoso,112
1504,integra,raquel.baesso,1023
1505,integra,renalia.rodrigues,873
1506,integra,renan.canavez,1062
1507,integra,rosa.lucia,3064
1508,integra,wallace.fonseca,5
1509,integra,washington.faria,440
1510,integradaeducativa,CHenrique,76
1511,integradaeducativa,EricsonVO,95
1512,integradaeducativa,Julianny,3134
1513,integradaeducativa,ProfFabiana,37
1514,integradaeducativa,ProfPaquito,698
1515,integradaeducativa,RacheldePapa,252
1516,integradaeducativa,RodrigoRibeiro,119
1517,integradaeducativa,adrianobicalho,1765
1518,integradaeducativa,alevazarini,281
1519,integradaeducativa,analuciamicheli,22
1520,integradaeducativa,brubelli,1521
1521,integradaeducativa,clarindoedna,71
1522,integradaeducativa,diegors,28
1523,integradaeducativa,fabricioie,54
1524,integradaeducativa,hadassasartori,112
1525,integradaeducativa,huiliankido,1944
1526,integradaeducativa,nandocbj,120
1527,integradaeducativa,pagnota,755
1528,integradaeducativa,ramoneduc,6
1529,integradaeducativa,raphacrossi,125
1530,integradaeducativa,reginarodrigues,26
1531,integradaeducativa,rguerraherrera,478
1532,integradaeducativa,rosecris,316
1533,integradaeducativa,sergioribeiro,921
1534,invictus,juliainvictus,10
1535,invictus,prof.invictus1,427
1536,invictus,prof.invictus11,3
1537,invictus,prof.invictus13,243
1538,invictus,prof.invictus14,2471
1539,invictus,prof.invictus16,407
1540,invictus,prof.invictus17,2
1541,invictus,prof.invictus19,74
1542,invictus,prof.invictus20,2
1543,invictus,prof.invictus3,5593
1544,invictus,prof.invictus4,316
1545,invictus,prof.invictus5,6
1546,invictus,prof.invictus6,451
1547,invictus,prof.invictus7,47
1548,invictus,richardinvictus,11
1549,ipdhsolucoes,nataliatw89,14
1550,iracemarufino,eduprof.ana.lindalva.ir,1
1551,iracemarufino,eduprof.cintia.maria.ir,8
1552,iracemarufino,eduprof.marlene.vieira.ir,3
1553,isem,anamorgado,1511
1554,isem,andreiaprtg,2473
1555,isem,angelicamaite,1245
1556,isem,aurimar.castro,174
1557,isem,camilla.souza,2406
1558,isem,cassiaab37,1732
1559,isem,clarasc4,61
1560,isem,dangois,45
1561,isem,elisasl57,55
1562,isem,ericacsbd97,38
1563,isem,isabellelog39,202
1564,isem,isem.rozana,31
1565,isem,luizweb231,207
1566,isem,matlansoliveira,138
1567,isem,milenanascimento277,2068
1568,isem,patricia.oliveira,221
1569,isem,profalexm12,107
1570,isem,raquelisem,144
1571,isem,rhodrigofarya,213
1572,isem,rovieira,1578
1573,isem,rsa202005,2752
1574,isem,valsantosargemiro,1294
1575,isem,wanderluciabarretos,1734
1576,ismart,ismart,8
1577,itamarati,99000809,6
1578,itamarati,99000810,51
1579,itamarati,alessandra.coscrato,105
1580,itamarati,aline.vieira,522
1581,itamarati,anapaula.silva,165
1582,itamarati,andrea.laprega,395
1583,itamarati,andres.riera,14
1584,itamarati,antonio.faria,459
1585,itamarati,camila.oliveira,720
1586,itamarati,carlos.dossantos,26
1587,itamarati,carmemlucia.silva,9
1588,itamarati,daniel.amaral,132
1589,itamarati,daniele.pupin,729
1590,itamarati,eliana.machado,245
1591,itamarati,eveline.rasteli,204
1592,itamarati,flavia.firmino,222
1593,itamarati,gustavo.bueno,114
1594,itamarati,heliane.deoliveira,17
1595,itamarati,lourdes.moretti,48
1596,itamarati,luiz.dossantos,5
1597,itamarati,marcelo.parreira,1232
1598,itamarati,mariahelena.silva,817
1599,itamarati,rachel.goncalves,1194
1600,itamarati,rafaela.fuckner,206
1601,itamarati,raquel.costa,611
1602,itamarati,regina.machado,356
1603,itamarati,rejane.pucci,140
1604,itamarati,rita.lebre,522
1605,itamarati,roberta.sensato,1
1606,itamarati,rogerio.dasilva,182
1607,itamarati,selma.desouza,111
1608,itamarati,sonia.gusman,95
1609,itamarati,tania.decamargo,2
1610,itamarati,thais.paiva,1
1611,itamarati,thauana.gomes,296
1612,itamarati,vanessa.dias,2
1613,itamarati,wilma.pedroso,835
1614,jardimsaopaulo,maria.jardimsp,240
1615,joaobelem,edu.jane.kely.jp,2
1616,joaobelem,edu.maria.sheila.jp,8
1617,joaorosa,eduprof.edilson.alexandre.jr,2
1618,joaosampaio,eduprof.jacqueline.rodrigues.js,24
1619,josepinheiro,eduprof.clodoaldo.rodrigues,44
1620,josepinheiro,eduprof.cristiane.feitosa,2
1621,josepinheiro,eduprof.dalma.regia,119
1622,josepinheiro,eduprof.francisco.de,1
1623,josepinheiro,eduprof.gabriela.maria,1
1624,josepinheiro,eduprof.joao.lucas,12
1625,josepinheiro,eduprof.maria.janalia,117
1626,josepinheiro,eduprof.salumaria.domingos,7
1627,liessin,sas1405019,8
1628,liessin,sas1405022,1
1629,macvest,hanna.loures,17
1630,macvest,macvest.lucas.cremostim,3
1631,macvest,macvest.mariac,63
1632,macvest,macvest.millena37,1
1633,macvest,macvest.tamires,25
1634,macvest,macvestinho.joaov,91
1635,macvest,macvestinho.luana,507
1636,macvest,macvestinho.vitor,203
1637,magister,adriana.campos,27
1638,magister,bruno.sampaio,21
1639,magister,cristiane.segolin,35
1640,magister,elizangela.santos,106
1641,magister,geoconda,108
1642,magister,janaina.contato,114
1643,magister,priscila.santana,29
1644,magister,taishb,150
1645,magister,tatiana.adaniya,70
1646,maplebearslz,adryellesp27,663
1647,maplebearslz,albertk,255
1648,maplebearslz,araiamajss32,97
1649,maplebearslz,aurilenediniz,183
1650,maplebearslz,camilasblf90,78
1651,maplebearslz,carlosgs,56
1652,maplebearslz,diegovitor90,62
1653,maplebearslz,enaille.araujo,474
1654,maplebearslz,jardsonsd81,37
1655,maplebearslz,laiana.cutrim,42
1656,maplebearslz,larimorais,178
1657,maplebearslz,leandros90,331
1658,maplebearslz,marianalbr67,63
1659,maplebearslz,msannacarollina,2550
1660,maplebearslz,patriciacpr7,218
1661,maplebearslz,rafaellem,151
1662,maplebearslz,sarahbsp49,578
1663,maplebearslz,vandecleideq68,159
1664,maplebearslz,viviannia80,430
1665,mariaeunice,eduprof.ana.lucia.me,53
1666,mariaeunice,eduprof.antonia.gomes.me,1
1667,mariaeunice,eduprof.francisca.regina.me,1
1668,marialaura,eduprof.ana.clemente.ms,1
1669,marialaura,eduprof.ana.martins.ms,6
1670,marialaura,eduprof.ana.odete.ms,1
1671,marialaura,eduprof.jordana.araujo.ms,6
1672,marialaura,eduprof.lucivania.ximenes.ms,65
1673,marialaura,eduprof.maria.do.ms,1
1674,marianair,edu.ana.lucia.martins,2
1675,marianair,edu.claudia.maria.pinheiro,1
1676,marianair,edu.maria.francisca.batista,1
1677,marianair,edu.maria.gorete.de,3
1678,marianair,edu.maria.zulene.moreira,1
1679,mariaolinda,eduprof.ana.marta.mo,1
1680,mariaolinda,eduprof.eliara.quixada.mo,73
1681,mariaolinda,eduprof.francisca.barbosa.mo,2
1682,mariliamattoso,alex.vargas,2
1683,mariliamattoso,alexandra.silva,1815
1684,mariliamattoso,anapaula.camara,68
1685,mariliamattoso,andrea.pereira,156
1686,mariliamattoso,andreia.maciel,835
1687,mariliamattoso,antonio.gouveia,1103
1688,mariliamattoso,cinthia.dutra,59
1689,mariliamattoso,clara.rodrigues,4
1690,mariliamattoso,claudia.toffano,58
1691,mariliamattoso,daniel.cavalcanti,20
1692,mariliamattoso,eduardo.coelho,5812
1693,mariliamattoso,felipe.velasco,1288
1694,mariliamattoso,flavia.scotelaro,1424
1695,mariliamattoso,francisca.saraiva,2474
1696,mariliamattoso,georgia.freitas,8
1697,mariliamattoso,geovane.canto,1
1698,mariliamattoso,isadora.pinheiro,2475
1699,mariliamattoso,joao.moreira,57
1700,mariliamattoso,joao.vianna,124
1701,mariliamattoso,leila.gomes,1404
1702,mariliamattoso,luciane.mello,2578
1703,mariliamattoso,luciene.cruz,1583
1704,mariliamattoso,lucy.amado,192
1705,mariliamattoso,ludmila.abud,1664
1706,mariliamattoso,marcela.granato,1151
1707,mariliamattoso,marcia.araujo,93
1708,mariliamattoso,mariacarolina.herdy,625
1709,mariliamattoso,mariana.almeida,2624
1710,mariliamattoso,mariana.mascarenhas,1537
1711,mariliamattoso,mariana.oliva,47
1712,mariliamattoso,michelle.leite,52
1713,mariliamattoso,mirian.gomes,30
1714,mariliamattoso,nelma.souza,219
1715,mariliamattoso,norma.rocha,166
1716,mariliamattoso,paola.aded,274
1717,mariliamattoso,pedro.lopes,5382
1718,mariliamattoso,penha.silva,56
1719,mariliamattoso,rafael.lobo,95
1720,mariliamattoso,rafaela.ganhitas,389
1721,mariliamattoso,samia.oliveira,222
1722,mariliamattoso,silvio.meirelles,74
1723,mariliamattoso,thalassa.travascio,2164
1724,mariliamattoso,valquiria.lino,581
1725,mariliamattoso,walber.santana,27
1726,mariliamattoso,xarliane.sales,448
1727,moaciralves,eduprof.antonia.suelany.mt,52
1728,moaciralves,eduprof.diana.do.mt,19
1729,moaciralves,eduprof.durvalina.nobre.mt,1
1730,moaciralves,eduprof.fabio.martins.mt,3
1731,moaciralves,eduprof.francineide.nobre.mt,3
1732,moaciralves,eduprof.iala.roberta.mt,13
1733,moaciralves,eduprof.maria.aparecida.mt,2
1734,moaciralves,eduprof.silvania.maria.mt,1
1735,moaciralves,eduprof.terezinha.pinto.mt,2
1736,mocinhagomes,eduprof.ivan.silva,5
1737,mocinhagomes,eduprof.maria.veraneide,22
1738,motiva,sas.professor,1
1739,murilorocha,eduprof.ana.maria.mr,3
1740,murilorocha,eduprof.ana.paula.mr,18
1741,murilorocha,eduprof.antonia.eliziane.mr,220
1742,murilorocha,eduprof.antonia.verciangleisa.mr,62
1743,murilorocha,eduprof.antonio.adenes.mr,10
1744,murilorocha,eduprof.ediney.peres.mr,44
1745,murilorocha,eduprof.fabio.martins.mr,25
1746,murilorocha,eduprof.francisca.juraci.mr,6
1747,murilorocha,eduprof.francisco.eduardo.mr,2
1748,murilorocha,eduprof.ivone.alves.mr,79
1749,murilorocha,eduprof.jordania.maria.mr,83
1750,murilorocha,eduprof.leda.maria.mr,10
1751,murilorocha,eduprof.maria.siloneida.mr,1
1752,murilorocha,eduprof.maria.valnei.mr,7
1753,murilorocha,eduprof.neiliane.maria.mr,33
1754,murilorocha,eduprof.roselany.rodrigues.mr,15
1755,murilorocha,eduprof.samuel.martinsde.mr,7
1756,murilorocha,eduprof.tereza.martins.mr,91
1757,navegasas,sas1573704,2
1758,nsfatima,eduprof.ana.helena.nsf,11
1759,nsfatima,eduprof.ana.karla.nsf,8
1760,nsfatima,eduprof.luiza.maria.nsf,1
1761,nsfatima,eduprof.maria.aurilete.nsf,14
1762,nsfatima,eduprof.maria.sandra.nsf,174
1763,nsfatima,eduprof.rejane.sousa.nsf,12
1764,nucleocriativo,VICTORSILVA,34
1765,nucleocriativo,ana.reis,37
1766,nucleocriativo,gracileia.bezerra,31
1767,nucleocriativo,katia.monteiro,16
1768,nucleocriativo,paloma.cravo,1
1769,nucleocriativo,thiago.reis,21
1770,nucleocriativo,wagner.freitas,1
1771,objetivolorena,ProfaLaura,78
1772,objetivolorena,eduardo.santos,116
1773,objetivolorena,fernanda.obj,74
1774,objetivolorena,josiobj,1
1775,objetivolorena,objraissa,29
1776,objetivolorena,profalessandro04031984,365
1777,objetivolorena,profalexandra16031967,929
1778,objetivolorena,profalisangela09111981,561
1779,objetivolorena,profana07071987,344
1780,objetivolorena,profdaniela25081980,64
1781,objetivolorena,profdanny06081976,9
1782,objetivolorena,profdenise05081983,282
1783,objetivolorena,profdiego01012000,1
1784,objetivolorena,proffelipe29121990,99
1785,objetivolorena,profflaviane10121987,2523
1786,objetivolorena,profgiovana06011979,104
1787,objetivolorena,profhelena16091976,782
1788,objetivolorena,profisabel01012000,1
1789,objetivolorena,profjakeline16111987,1050
1790,objetivolorena,profjanaina07041972,62
1791,objetivolorena,profjessica23071987,1168
1792,objetivolorena,profjulia21021994,324
1793,objetivolorena,profjuliana01012000,18
1794,objetivolorena,profleticia08101996,116
1795,objetivolorena,proflucia26091966,944
1796,objetivolorena,proflucia29111967,90
1797,objetivolorena,proflucimara30051978,76
1798,objetivolorena,profluiz22021992,7
1799,objetivolorena,profmaria17071986,42
1800,objetivolorena,profmarina21121995,89
1801,objetivolorena,profmaristela14021965,4
1802,objetivolorena,profmirian30091982,47
1803,objetivolorena,profnataliacabral,12
1804,objetivolorena,profnilson26051969,7
1805,objetivolorena,profrachel27021987,213
1806,objetivolorena,profricardo08101973,2
1807,objetivolorena,profrosana19051965,76
1808,objetivolorena,profrosely03061967,385
1809,objetivolorena,profsandra13051968,12
1810,objetivolorena,profsilvana10061974,77
1811,objetivolorena,profsimone23091975,703
1812,objetivolorena,profteresa12011966,20
1813,objetivolorena,profviviane02121995,86
1814,objetivoteresina,sas.professor,1
1815,oficinadoestudante,amandaproost,690
1816,oficinadoestudante,anav.kehdi,616
1817,oficinadoestudante,carol.profauxiliar,177
1818,oficinadoestudante,edileuzaquim,665
1819,oficinadoestudante,evandroluisaraujo,2
1820,oficinadoestudante,luana.oficina,192
1821,oficinadoestudante,marcotuliopc,427
1822,oficinadoestudante,melissa.barros,1256
1823,oficinadoestudante,oficinaxadrez,4
1824,oficinadoestudante,profoficina03,1379
1825,oficinadoestudante,profoficina04,44
1826,oficinadoestudante,profoficina08,277
1827,oficinadoestudante,profoficina100,1153
1828,oficinadoestudante,profoficina104,199
1829,oficinadoestudante,profoficina13,46
1830,oficinadoestudante,profoficina15,105
1831,oficinadoestudante,profoficina18,108
1832,oficinadoestudante,profoficina19,78
1833,oficinadoestudante,profoficina20,197
1834,oficinadoestudante,profoficina21,124
1835,oficinadoestudante,profoficina22,98
1836,oficinadoestudante,profoficina23,278
1837,oficinadoestudante,profoficina24,1357
1838,oficinadoestudante,profoficina25,110
1839,oficinadoestudante,profoficina27,229
1840,oficinadoestudante,profoficina28,1525
1841,oficinadoestudante,profoficina29,598
1842,oficinadoestudante,profoficina30,29
1843,oficinadoestudante,profoficina31,163
1844,oficinadoestudante,profoficina32,898
1845,oficinadoestudante,profoficina33,223
1846,oficinadoestudante,profoficina34,376
1847,oficinadoestudante,profoficina35,1258
1848,oficinadoestudante,profoficina37,191
1849,oficinadoestudante,profoficina38,1380
1850,oficinadoestudante,profoficina40,386
1851,oficinadoestudante,profoficina41,51
1852,oficinadoestudante,profoficina42,563
1853,oficinadoestudante,profoficina43,556
1854,oficinadoestudante,profoficina44,376
1855,oficinadoestudante,profoficina45,3
1856,oficinadoestudante,profoficina46,270
1857,oficinadoestudante,profoficina47,103
1858,oficinadoestudante,profoficina49,10
1859,oficinadoestudante,profoficina50,1121
1860,oficinadoestudante,profoficina51,570
1861,oficinadoestudante,profoficina52,30
1862,oficinadoestudante,profoficina53,571
1863,oficinadoestudante,profoficina54,514
1864,oficinadoestudante,profoficina55,113
1865,oficinadoestudante,profoficina56,275
1866,oficinadoestudante,profoficina57,10
1867,oficinadoestudante,profoficina59,878
1868,oficinadoestudante,profoficina60,41
1869,oficinadoestudante,profoficina62,1
1870,oficinadoestudante,profoficina64,115
1871,oficinadoestudante,profoficina65,1
1872,oficinadoestudante,profoficina67,4
1873,oficinadoestudante,profoficina68,7
1874,oficinadoestudante,profoficina69,13
1875,oficinadoestudante,profoficina70,903
1876,oficinadoestudante,profoficina71,9
1877,oficinadoestudante,profoficina73,4
1878,oficinadoestudante,profoficina74,41
1879,oficinadoestudante,profoficina75,4
1880,oficinadoestudante,profoficina76,341
1881,oficinadoestudante,profoficina78,2
1882,oficinadoestudante,profoficina79,180
1883,oficinadoestudante,profoficina80,462
1884,oficinadoestudante,profoficina81,194
1885,oficinadoestudante,profoficina82,1875
1886,oficinadoestudante,profoficina85,51
1887,oficinadoestudante,profoficina86,573
1888,oficinadoestudante,profoficina87,1209
1889,oficinadoestudante,profoficina89,922
1890,oficinadoestudante,profoficina90,20
1891,oficinadoestudante,profoficina93,110
1892,oficinadoestudante,profoficina95,496
1893,oficinadoestudante,profoficina98,148
1894,oficinadoestudante,profoficina99,2
1895,oficinadoestudante,silvio.sawaya,1306
1896,overabelcabral,17062008,33
1897,overabelcabral,27031995,32
1898,overabelcabral,ADILSON.TAVARES.ABEL,7
1899,overabelcabral,ARADY.SILVA,635
1900,overabelcabral,ARTHUR.MARTINELLI.ABEL,24
1901,overabelcabral,CAMILA.AUGUSTA.ABEL,64
1902,overabelcabral,CARLOS.EDUARDO.SILVA,3
1903,overabelcabral,CESAR.ZANDONAI.ABEL,36
1904,overabelcabral,CICERO.BRUNO.ABEL,1
1905,overabelcabral,CRISTIANO.SOARES.ABEL,21
1906,overabelcabral,CYNTHIA.FERNANDA.ABEL,22
1907,overabelcabral,DANIEL.LUCAS.ABEL,628
1908,overabelcabral,DEBORA.VIRGINIA.ABEL,189
1909,overabelcabral,EDVANIA.RIBEIRO.ABEL,47
1910,overabelcabral,ELISANGELA.DELFINO.ABEL,37
1911,overabelcabral,FININHO.ABEL,1
1912,overabelcabral,FRANCISCA.ARINUZA.ABEL,1
1913,overabelcabral,HEVERTON.DA.ABEL,22
1914,overabelcabral,JOAO.LUCAS.ABEL,154
1915,overabelcabral,JUCINEIDE.DE.ABEL,166
1916,overabelcabral,KARLA.DANIELLE.ABEL,106
1917,overabelcabral,KATIA.JANAINA.ABEL,726
1918,overabelcabral,LARISSA.CRISTINA.ABEL,198
1919,overabelcabral,LAYANE.CRISLANE.ABEL,134
1920,overabelcabral,MARIA.ANDRESSA.ABEL,3
1921,overabelcabral,MARIA.VITORIA.ABEL,11
1922,overabelcabral,REGIS.MIKHAIL.ABEL,62
1923,overabelcabral,SHIRLEY.MELO.ABEL,1421
1924,overabelcabral,SUELI.APARECIDA.ABEL,72
1925,overabelcabral,Stephanie.Brito,16
1926,overabelcabral,TACIANA.DOS.ABEL,7
1927,overabelcabral,TAINA.COSTA.ABEL,1177
1928,overabelcabral,VALCLEA.BARBOSA.ABEL,281
1929,overabelcabral,VINICIO.DE.ABEL,4
1930,overabelcabral,WILLIANS.DE.ABEL,8
1931,overabelcabral,profjorgeluis,11
1932,overjoaopessoa,LEONARDO.BARBOSA,2
1933,overjoaopessoa,Patricia.Dias,2
1934,overjoaopessoa,fabio.ribeiro,2
1935,overjoaopessoa,laergia.mirelly,4
1936,overlimaesilva,ANA.DAMASCENO,136
1937,overlimaesilva,Ana.Marinho,19
1938,overlimaesilva,CASSIA.PINHEIRO,11
1939,overlimaesilva,ELISANGELA.LIMA,44
1940,overlimaesilva,LEILA.MARTINS,214
1941,overlimaesilva,Maria.Oliveira,1397
1942,overlimaesilva,TAINA.OLIVEIRA,144
1943,overlimaesilva,ULIANA.CLEMENTE,22
1944,overlimaesilva,ivanessa.costa,17
1945,overlimaesilva,jeane.silva,1
1946,overmarciliofurtado,ADILSON.JUNIOR.MC,2
1947,overmarciliofurtado,ADRIANA.VARELA.MC,386
1948,overmarciliofurtado,BRUNA.PEREIRA.MC,263
1949,overmarciliofurtado,CAMILA.DESIDERIO.MC,49
1950,overmarciliofurtado,CESAR.CAMILO.MC,16
1951,overmarciliofurtado,CRISTIANO.MICUSSI.MC,25
1952,overmarciliofurtado,DANIEL.SILVA,351
1953,overmarciliofurtado,ELISANGELA.DELFINO,22
1954,overmarciliofurtado,MARCIA.MORAIS.MC,76
1955,overmarciliofurtado,MURILO.ALMEIDA.MC,5
1956,overmarciliofurtado,PHILLIPE.LIRA.MC,1
1957,overmarciliofurtado,ROGERIO.JUNIOR,1
1958,overmarciliofurtado,ULIANA.CLEMENTE.LN,45
1959,overmarciliofurtado,WILLIANS.CAMPOS.MC,4
1960,overmarciliofurtado,profjorgeluis,10
1961,overmossoro,andreareb,27
1962,overmossoro,camila.freitas,71
1963,overmossoro,carla.santos,5
1964,overmossoro,francisca.lima,24
1965,overmossoro,ilana.kelly,19
1966,overmossoro,julia.vasconcelos,2
1967,overmossoro,luiza.over,10
1968,overmossoro,mara.lopes,16
1969,overmossoro,marcus.silva,2
1970,overmossoro,misleiza.over,2
1971,overmossoro,ruan.ribeiro,8
1972,overmossoro,savio.carlos,11
1973,overmossoro,suyane.lira,146
1974,overmossoro,tatiana.over,20
1975,overnascimentodecastro,diego.menezes,1
1976,overpontanegra,270319951,15
1977,overpontanegra,ADRIANA.VASCONCELOS.PN,251
1978,overpontanegra,ANA.CAROLINA.PN,232
1979,overpontanegra,BRUNA.RAFAELLA.PN,110
1980,overpontanegra,CICERO.BRUNO.PN,2
1981,overpontanegra,CRISTIANO.SOARES.PN,39
1982,overpontanegra,DANIEL.LUCAS.PN,228
1983,overpontanegra,DEBORA.VIRGINIA.PN,107
1984,overpontanegra,ELISANGELA.DELFINO.PN,5
1985,overpontanegra,ELIZABETE.GOMES.PN,69
1986,overpontanegra,Elainne.Suzane,87
1987,overpontanegra,FLAVIANA.SANTOS.PN,71
1988,overpontanegra,FRANCISCA.ARINUZA.PN,31
1989,overpontanegra,FRANCISCO.WASHINGTON.PN,275
1990,overpontanegra,JOAO.LUCAS.PN,36
1991,overpontanegra,JOAO.PAULO.PN,3
1992,overpontanegra,Josineide.Silva,21
1993,overpontanegra,LEANDRO.GURGEL.PN,4
1994,overpontanegra,LUCAS.NASCIMENTO.PN,1
1995,overpontanegra,LUCIA.CRISTINA.PN,217
1996,overpontanegra,MAXWELL.GRACILIANO.PN,107
1997,overpontanegra,MILENA.DE.PN,7
1998,overpontanegra,WILLIANS.DE.PN,6
1999,overpontanegra,arthur.estrela,17
2000,overpontanegra,carloseduardo.pereira,2
2001,overpontanegra,ivanessa.costaprof,6
2002,overpontanegra,profjorgeluis,9
2003,overzonanorte,Adilson.Junior,1
2004,overzonanorte,Ana.Damasceno,100
2005,overzonanorte,Andrea.Germano,2
2006,overzonanorte,Andressa.Sa,2
2007,overzonanorte,Antonio.Pereira,674
2008,overzonanorte,Bruno.Torres,11
2009,overzonanorte,Cristiano.Micussi,33
2010,overzonanorte,Diugo.Pimenta,1
2011,overzonanorte,Isaque.Bezerra,19
2012,overzonanorte,Jadson.Carvalho,264
2013,overzonanorte,Joao.Lucas,46
2014,overzonanorte,Jorge.Luis,14
2015,overzonanorte,Lanuk.Silva,204
2016,overzonanorte,Luciana.Santos,10
2017,overzonanorte,Maxwell.Teixeira,368
2018,overzonanorte,Pamela.Lopes,51
2019,overzonanorte,Regis.Silva,80
2020,overzonanorte,Wendia.Raquel,2
2021,physicsalcindocacela,carla.reis,16
2022,physicsalcindocacela,eurico.lucas,180
2023,physicsalcindocacela,gleiciane.pantoja,76
2024,physicsalcindocacela,izabelle.quingosta,200
2025,physicsalcindocacela,jacqueline.sousa,8
2026,physicsalcindocacela,joao.almeida,1
2027,physicsalcindocacela,renato.danniel,2
2028,physicsalmirantebarroso,alessandra.souza,3
2029,physicsalmirantebarroso,aline.priscilla,85
2030,physicsalmirantebarroso,ana.lucia,22
2031,physicsalmirantebarroso,ananda.etienne,5
2032,physicsalmirantebarroso,antonio.rogrigo,6
2033,physicsalmirantebarroso,brenda.cruz,3
2034,physicsalmirantebarroso,camila.alves,113
2035,physicsalmirantebarroso,danielle.sarmento,8
2036,physicsalmirantebarroso,danilli.sabrina,1306
2037,physicsalmirantebarroso,debora.patricia,6
2038,physicsalmirantebarroso,eny.gleice,7
2039,physicsalmirantebarroso,eurico.lucas,82
2040,physicsalmirantebarroso,felipe.silva,16
2041,physicsalmirantebarroso,glads.silva,14
2042,physicsalmirantebarroso,joao.lucas,114
2043,physicsalmirantebarroso,jocimar.albernaz,126
2044,physicsalmirantebarroso,julio.pereira,1
2045,physicsalmirantebarroso,karina.ferreira,12
2046,physicsalmirantebarroso,luciany.martins,26
2047,physicsalmirantebarroso,marcio.santos,19
2048,physicsalmirantebarroso,maria.jesus,746
2049,physicsalmirantebarroso,mayara.cristiny,370
2050,physicsalmirantebarroso,milene.lemos,377
2051,physicsaugustomontenegro,Luiz.felipe,1
2052,physicsaugustomontenegro,adriane.pock,17
2053,physicsaugustomontenegro,ana.gillet,76
2054,physicsaugustomontenegro,ana.rebelo,863
2055,physicsaugustomontenegro,caique.lisboa,1
2056,physicsaugustomontenegro,cristina.barbosa,267
2057,physicsaugustomontenegro,debora.patricia.santos,7
